,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
0,2022-05-06,KL,Other State,,,,,,,,2022-05-07 10:17:21.029544,,,,6543402,69210,6471242,47141046,0,0
1,2022-05-06,KL,Alappuzha,,,,390347,66,5230,,2022-05-07 10:17:21.029544,,,,6543402,69210,6471242,47141046,0,0
2,2022-05-06,KL,Ernakulam,,,,886232,776,8210,,2022-05-07 10:17:21.029544,,,,6543402,69210,6471242,47141046,0,0
3,2022-05-06,KL,Idukki,,,,209099,52,1495,,2022-05-07 10:17:21.029544,,,,6543402,69210,6471242,47141046,0,0
4,2022-05-06,KL,Kannur,,,,348966,2,4405,,2022-05-07 10:17:21.029544,,,,6543402,69210,6471242,47141046,0,0
5,2022-05-06,KL,Kasaragod,,,,166557,12,1387,,2022-05-07 10:17:21.029544,,,,6543402,69210,6471242,47141046,0,0
6,2022-05-06,KL,Kollam,,,,510915,20,6489,,2022-05-07 10:17:21.029544,,,,6543402,69210,6471242,47141046,0,0
7,2022-05-06,KL,Kottayam,,,,449106,376,4475,,2022-05-07 10:17:21.029544,,,,6543402,69210,6471242,47141046,0,0
8,2022-05-06,KL,Kozhikode,,,,672977,217,6243,,2022-05-07 10:17:21.029544,,,,6543402,69210,6471242,47141046,0,0
9,2022-05-06,KL,Malappuram,,,,647001,30,6242,,2022-05-07 10:17:21.029544,,,,6543402,69210,6471242,47141046,0,0
10,2022-05-06,KL,Palakkad,,,,449729,65,5751,,2022-05-07 10:17:21.029544,,,,6543402,69210,6471242,47141046,0,0
11,2022-05-06,KL,Pathanamthitta,,,,267047,83,2498,,2022-05-07 10:17:21.029544,,,,6543402,69210,6471242,47141046,0,0
12,2022-05-06,KL,Thiruvananthapuram,,,,706822,308,8375,,2022-05-07 10:17:21.029544,,,,6543402,69210,6471242,47141046,0,0
13,2022-05-06,KL,Thrissur,,,,669564,38,7396,,2022-05-07 10:17:21.029544,,,,6543402,69210,6471242,47141046,0,0
14,2022-05-06,KL,Wayanad,,,,168298,5,968,,2022-05-07 10:17:21.029544,,,,6543402,69210,6471242,47141046,0,0
15,2022-05-06,KL,Unknown,,,,742,67160,6402078,,2022-05-07 10:17:21.029544,,,,6543402,69210,6471242,47141046,0,0
