Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
2021-11-07,ML,36.0,1.0,49.0,0,50,189,0,236.0,8.0,296.0,,9653.0,37627.0,East Garo Hills,,,,,1,5,0,3.0,0.0,8.0,,553.0,1790.0,317618,,,,1870,13,1852,,48208,22438,2021-11-07T23:50:33.494003+05:30,3224000,,,,83863,1458,82042,,1112926,679443
2021-11-07,ML,36.0,1.0,49.0,0,50,189,0,236.0,8.0,296.0,,9653.0,37627.0,East Jaintia Hills,,,,,0,0,0,4.0,1.0,2.0,,360.0,2526.0,122436,,,,2434,32,2397,,64792,35785,2021-11-07T23:50:33.494003+05:30,3224000,,,,83863,1458,82042,,1112926,679443
2021-11-07,ML,36.0,1.0,49.0,0,50,189,0,236.0,8.0,296.0,,9653.0,37627.0,East Khasi Hills,,,,,1,22,0,179.0,3.0,203.0,,1774.0,7984.0,824059,,,,41204,990,39957,,320155,233510,2021-11-07T23:50:33.494003+05:30,3224000,,,,83863,1458,82042,,1112926,679443
2021-11-07,ML,36.0,1.0,49.0,0,50,189,0,236.0,8.0,296.0,,9653.0,37627.0,North Garo Hills,,,,,0,4,0,1.0,0.0,1.0,,863.0,3200.0,118325,,,,1686,8,1675,,63538,31488,2021-11-07T23:50:33.494003+05:30,3224000,,,,83863,1458,82042,,1112926,679443
2021-11-07,ML,36.0,1.0,49.0,0,50,189,0,236.0,8.0,296.0,,9653.0,37627.0,Ri-Bhoi,,,,,0,0,0,8.0,1.0,12.0,,0.0,0.0,0,,,,9705,90,9596,,0,0,2021-11-07T23:50:33.494003+05:30,3224000,,,,83863,1458,82042,,1112926,679443
2021-11-07,ML,36.0,1.0,49.0,0,50,189,0,236.0,8.0,296.0,,9653.0,37627.0,South Garo Hills,,,,,25,34,0,0.0,0.0,1.0,,355.0,1000.0,142574,,,,1216,12,1204,,40458,19937,2021-11-07T23:50:33.494003+05:30,3224000,,,,83863,1458,82042,,1112926,679443
2021-11-07,ML,36.0,1.0,49.0,0,50,189,0,236.0,8.0,296.0,,9653.0,37627.0,South West Garo Hills,,,,,4,37,0,0.0,1.0,0.0,,1839.0,4192.0,172495,,,,1872,18,1852,,75236,43402,2021-11-07T23:50:33.494003+05:30,3224000,,,,83863,1458,82042,,1112926,679443
2021-11-07,ML,36.0,1.0,49.0,0,50,189,0,236.0,8.0,296.0,,9653.0,37627.0,South West Khasi Hills,,,,,0,0,0,1.0,0.0,2.0,,181.0,960.0,110152,,,,2549,17,2527,,33553,18077,2021-11-07T23:50:33.494003+05:30,3224000,,,,83863,1458,82042,,1112926,679443
2021-11-07,ML,36.0,1.0,49.0,0,50,189,0,236.0,8.0,296.0,,9653.0,37627.0,West Garo Hills,,,,,3,9,0,19.0,0.0,6.0,,1458.0,7216.0,642923,,,,9046,72,8949,,211120,126941,2021-11-07T23:50:33.494003+05:30,3224000,,,,83863,1458,82042,,1112926,679443
2021-11-07,ML,36.0,1.0,49.0,0,50,189,0,236.0,8.0,296.0,,9653.0,37627.0,West Jaintia Hills,,,,,1,10,0,2.0,2.0,16.0,,709.0,3786.0,270352,,,,6805,135,6658,,85238,51432,2021-11-07T23:50:33.494003+05:30,3224000,,,,83863,1458,82042,,1112926,679443
2021-11-07,ML,36.0,1.0,49.0,0,50,189,0,236.0,8.0,296.0,,9653.0,37627.0,West Khasi Hills,,,,,0,1,0,19.0,0.0,45.0,,425.0,1531.0,385601,,,,5476,71,5375,,77443,44531,2021-11-07T23:50:33.494003+05:30,3224000,,,,83863,1458,82042,,1112926,679443
