Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
2021-12-03,ML,22,1,21,0,1521,3292,0,162.0,7.0,194.0,,11507.0,22814.0,East Garo Hills,2,0,1,,84,188,0,5.0,0.0,13.0,,944.0,1543.0,317618,,,,1904,14,1885,,53062,32252,2021-12-04T12:56:35.735488+05:30,3224000,,,,84556,1475,82785,,1172300,822455
2021-12-03,ML,22,1,21,0,1521,3292,0,162.0,7.0,194.0,,11507.0,22814.0,East Jaintia Hills,0,0,0,,109,317,0,1.0,0.0,2.0,,704.0,2008.0,122436,,,,2442,32,2408,,67545,46167,2021-12-04T12:56:35.735488+05:30,3224000,,,,84556,1475,82785,,1172300,822455
2021-12-03,ML,22,1,21,0,1521,3292,0,162.0,7.0,194.0,,11507.0,22814.0,East Khasi Hills,17,0,8,,270,923,0,143.0,6.0,129.0,,1675.0,5347.0,824059,,,,41740,1001,40473,,327777,262706,2021-12-04T12:56:35.735488+05:30,3224000,,,,84556,1475,82785,,1172300,822455
2021-12-03,ML,22,1,21,0,1521,3292,0,162.0,7.0,194.0,,11507.0,22814.0,North Garo Hills,0,0,0,,62,181,0,0.0,0.0,0.0,,595.0,1898.0,118325,,,,1685,8,1677,,66708,41549,2021-12-04T12:56:35.735488+05:30,3224000,,,,84556,1475,82785,,1172300,822455
2021-12-03,ML,22,1,21,0,1521,3292,0,162.0,7.0,194.0,,11507.0,22814.0,Ri-Bhoi,0,0,3,,0,0,0,4.0,0.0,9.0,,0.0,0.0,0,,,,9731,90,9635,,0,0,2021-12-04T12:56:35.735488+05:30,3224000,,,,84556,1475,82785,,1172300,822455
2021-12-03,ML,22,1,21,0,1521,3292,0,162.0,7.0,194.0,,11507.0,22814.0,South Garo Hills,0,0,0,,139,76,0,0.0,0.0,0.0,,712.0,828.0,142574,,,,1217,12,1205,,48068,28387,2021-12-04T12:56:35.735488+05:30,3224000,,,,84556,1475,82785,,1172300,822455
2021-12-03,ML,22,1,21,0,1521,3292,0,162.0,7.0,194.0,,11507.0,22814.0,South West Garo Hills,0,0,0,,80,188,0,0.0,0.0,0.0,,399.0,960.0,172495,,,,1873,18,1855,,81503,54997,2021-12-04T12:56:35.735488+05:30,3224000,,,,84556,1475,82785,,1172300,822455
2021-12-03,ML,22,1,21,0,1521,3292,0,162.0,7.0,194.0,,11507.0,22814.0,South West Khasi Hills,0,0,0,,35,150,0,0.0,0.0,0.0,,203.0,626.0,110152,,,,2549,17,2532,,34635,22874,2021-12-04T12:56:35.735488+05:30,3224000,,,,84556,1475,82785,,1172300,822455
2021-12-03,ML,22,1,21,0,1521,3292,0,162.0,7.0,194.0,,11507.0,22814.0,West Garo Hills,1,0,4,,143,356,0,4.0,0.0,17.0,,2753.0,4651.0,642923,,,,9079,73,9002,,222956,154673,2021-12-04T12:56:35.735488+05:30,3224000,,,,84556,1475,82785,,1172300,822455
2021-12-03,ML,22,1,21,0,1521,3292,0,162.0,7.0,194.0,,11507.0,22814.0,West Jaintia Hills,1,1,2,,150,293,0,2.0,1.0,6.0,,775.0,1501.0,270352,,,,6821,136,6680,,89480,63179,2021-12-04T12:56:35.735488+05:30,3224000,,,,84556,1475,82785,,1172300,822455
2021-12-03,ML,22,1,21,0,1521,3292,0,162.0,7.0,194.0,,11507.0,22814.0,West Khasi Hills,1,0,3,,232,340,0,3.0,0.0,18.0,,1467.0,1789.0,385601,,,,5515,74,5433,,81102,52193,2021-12-04T12:56:35.735488+05:30,3224000,,,,84556,1475,82785,,1172300,822455
