,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2021-12-12,DL,Central Delhi,,,,,,,,2021-12-13 10:15:19.885093,,,,1441718,25100,1416221,
1,2021-12-12,DL,East Delhi,,,,,,,,2021-12-13 10:15:19.885093,,,,1441718,25100,1416221,
2,2021-12-12,DL,New Delhi,,,,,,,,2021-12-13 10:15:19.885093,,,,1441718,25100,1416221,
3,2021-12-12,DL,North Delhi,,,,,,,,2021-12-13 10:15:19.885093,,,,1441718,25100,1416221,
4,2021-12-12,DL,North East Delhi,,,,,,,,2021-12-13 10:15:19.885093,,,,1441718,25100,1416221,
5,2021-12-12,DL,North West Delhi,,,,,,,,2021-12-13 10:15:19.885093,,,,1441718,25100,1416221,
6,2021-12-12,DL,Shahdara,,,,,,,,2021-12-13 10:15:19.885093,,,,1441718,25100,1416221,
7,2021-12-12,DL,South Delhi,,,,,,,,2021-12-13 10:15:19.885093,,,,1441718,25100,1416221,
8,2021-12-12,DL,South East Delhi,,,,,,,,2021-12-13 10:15:19.885093,,,,1441718,25100,1416221,
9,2021-12-12,DL,South West Delhi,,,,,,,,2021-12-13 10:15:19.885093,,,,1441718,25100,1416221,
10,2021-12-12,DL,West Delhi,,,,,,,,2021-12-13 10:15:19.885093,,,,1441718,25100,1416221,
11,2021-12-12,DL,Unknown,,,,1441718,25100,1416221,,2021-12-13 10:15:19.885093,,,,1441718,25100,1416221,
