,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-12-27,NL,10,0,5,219,52,112,0,18,14.0,1.0,14.0,1465.0,864.0,2325.0,0.0,Dimapur,10,0,5,,32,104,0,7,13.0,1.0,5.0,,435.0,1575.0,0,379769,,,715 cases were recorded as Non Covid Deaths with Covid19 Positivity,14906,420,14408,,282472,213805,0,715,2022-01-22T01:55:40.227230+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32184,686,31400,422122,757595,574586,0,1085,0.0,0.0
1,1,1,1,2021-12-27,NL,10,0,5,219,52,112,0,18,14.0,1.0,14.0,1465.0,864.0,2325.0,0.0,Kiphire,0,0,0,,0,0,0,0,0.0,0.0,0.0,,68.0,29.0,0,74033,,,1 cases were recorded as Non Covid Deaths with Covid19 Positivity,267,9,258,,20677,10491,0,1,2022-01-22T01:55:40.227230+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32184,686,31400,422122,757595,574586,0,1085,0.0,0.0
2,2,2,2,2021-12-27,NL,10,0,5,219,52,112,0,18,14.0,1.0,14.0,1465.0,864.0,2325.0,0.0,Kohima,0,0,0,,0,0,0,8,1.0,0.0,9.0,,56.0,152.0,0,270063,,,206 cases were recorded as Non Covid Deaths with Covid19 Positivity,9505,125,9372,,108930,92388,0,206,2022-01-22T01:55:40.227230+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32184,686,31400,422122,757595,574586,0,1085,0.0,0.0
3,3,3,3,2021-12-27,NL,10,0,5,219,52,112,0,18,14.0,1.0,14.0,1465.0,864.0,2325.0,0.0,Longleng,0,0,0,,0,0,0,0,0.0,0.0,0.0,,1.0,13.0,0,50593,,,20 cases were recorded as Non Covid Deaths with Covid19 Positivity,307,0,305,,21524,16515,0,20,2022-01-22T01:55:40.227230+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32184,686,31400,422122,757595,574586,0,1085,0.0,0.0
4,4,4,4,2021-12-27,NL,10,0,5,219,52,112,0,18,14.0,1.0,14.0,1465.0,864.0,2325.0,0.0,Mokokchung,0,0,0,,0,0,0,2,0.0,0.0,0.0,,5.0,80.0,0,193171,,,69 cases were recorded as Non Covid Deaths with Covid19 Positivity,2380,56,2322,,70991,61142,0,69,2022-01-22T01:55:40.227230+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32184,686,31400,422122,757595,574586,0,1085,0.0,0.0
5,5,5,5,2021-12-27,NL,10,0,5,219,52,112,0,18,14.0,1.0,14.0,1465.0,864.0,2325.0,0.0,Mon,0,0,0,,0,0,0,0,0.0,0.0,0.0,,11.0,76.0,0,259604,,,19 cases were recorded as Non Covid Deaths with Covid19 Positivity,1159,12,1145,,72587,54744,0,19,2022-01-22T01:55:40.227230+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32184,686,31400,422122,757595,574586,0,1085,0.0,0.0
6,6,6,6,2021-12-27,NL,10,0,5,219,52,112,0,18,14.0,1.0,14.0,1465.0,864.0,2325.0,0.0,Peren,0,0,0,,0,0,0,0,0.0,0.0,0.0,,60.0,54.0,0,163294,,,15 cases were recorded as Non Covid Deaths with Covid19 Positivity,922,6,916,,22146,15274,0,15,2022-01-22T01:55:40.227230+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32184,686,31400,422122,757595,574586,0,1085,0.0,0.0
7,7,7,7,2021-12-27,NL,10,0,5,219,52,112,0,18,14.0,1.0,14.0,1465.0,864.0,2325.0,0.0,Phek,0,0,0,,2,5,0,0,0.0,0.0,0.0,,70.0,159.0,0,163294,,,9 cases were recorded as Non Covid Deaths with Covid19 Positivity,604,18,586,,36929,25620,0,9,2022-01-22T01:55:40.227230+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32184,686,31400,422122,757595,574586,0,1085,0.0,0.0
8,8,8,8,2021-12-27,NL,10,0,5,219,52,112,0,18,14.0,1.0,14.0,1465.0,864.0,2325.0,0.0,Tuensang,0,0,0,,17,1,0,0,0.0,0.0,0.0,,54.0,49.0,0,414801,,,3 cases were recorded as Non Covid Deaths with Covid19 Positivity,1101,13,1089,,42583,30970,0,3,2022-01-22T01:55:40.227230+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32184,686,31400,422122,757595,574586,0,1085,0.0,0.0
9,9,9,9,2021-12-27,NL,10,0,5,219,52,112,0,18,14.0,1.0,14.0,1465.0,864.0,2325.0,0.0,Wokha,0,0,0,,0,0,0,0,0.0,0.0,0.0,,12.0,41.0,0,166239,,,16 cases were recorded as Non Covid Deaths with Covid19 Positivity,407,11,392,,36665,26219,0,16,2022-01-22T01:55:40.227230+05:30,2150000,,,1085 cases were recorded as Non Covid Deaths with Covid19 Positivity,32184,686,31400,422122,757595,574586,0,1085,0.0,0.0
