,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2023-07-04,TT,Andaman and Nicobar Islands,,,,10766,129,10637,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
1,2023-07-04,TT,Andhra Pradesh,,,,2340672,14733,2325939,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
2,2023-07-04,TT,Arunachal Pradesh,,,,67046,296,66748,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
3,2023-07-04,TT,Assam,,,,746150,8035,738108,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
4,2023-07-04,TT,Bihar,,,,855260,12314,842942,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
5,2023-07-04,TT,Chandigarh,,,,100690,1185,99504,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
6,2023-07-04,TT,Chhattisgarh,,,,1187685,14190,1173489,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
7,2023-07-04,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11592,4,11588,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
8,2023-07-04,TT,Delhi,,,,2040776,26665,2014107,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
9,2023-07-04,TT,Goa,,,,263307,4014,259288,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
10,2023-07-04,TT,Gujarat,,,,1291353,11079,1280266,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
11,2023-07-04,TT,Haryana,,,,1078877,10754,1068095,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
12,2023-07-04,TT,Himachal Pradesh,,,,322829,4240,318576,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
13,2023-07-04,TT,Jammu and Kashmir,,,,482017,4792,477225,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
14,2023-07-04,TT,Jharkhand,,,,443824,5334,438490,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
15,2023-07-04,TT,Karnataka,,,,4088638,40357,4048259,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
16,2023-07-04,TT,Kerala,,,,6907003,71943,6834017,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
17,2023-07-04,TT,Ladakh,,,,29587,231,29356,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
18,2023-07-04,TT,Lakshadweep,,,,11415,52,11363,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
19,2023-07-04,TT,Maharashtra,,,,8169860,148554,8021222,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
20,2023-07-04,TT,Manipur,,,,139973,2149,137806,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
21,2023-07-04,TT,Meghalaya,,,,96954,1628,95325,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
22,2023-07-04,TT,Mizoram,,,,239545,733,238805,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
23,2023-07-04,TT,Madhya Pradesh,,,,1056351,10786,1045562,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
24,2023-07-04,TT,Nagaland,,,,36029,782,35247,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
25,2023-07-04,TT,Odisha,,,,1348273,9215,1338999,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
26,2023-07-04,TT,Puducherry,,,,177543,1981,175559,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
27,2023-07-04,TT,Punjab,,,,793626,19338,773058,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
28,2023-07-04,TT,Rajasthan,,,,1326457,9736,1316720,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
29,2023-07-04,TT,Sikkim,,,,44863,500,44359,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
30,2023-07-04,TT,Tamil Nadu,,,,3610602,38080,3572513,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
31,2023-07-04,TT,Telangana,,,,844361,4111,840243,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
32,2023-07-04,TT,Tripura,,,,108326,941,107377,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
33,2023-07-04,TT,Uttar Pradesh,,,,2145405,23707,2121624,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
34,2023-07-04,TT,Uttarakhand,,,,452545,7768,444773,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
35,2023-07-04,TT,West Bengal,,,,2125432,21552,2103786,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
36,2023-07-04,TT,,,,,44995632,531908,44460975,,,2023-07-04 13:55:23.628377,,,,44994351,531908,44460975,932651278,2206739897
