Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-15,JH,3258,7,3351,0,104709,63571,0,28405.0,35.0,16379.0,,815171.0,414963.0,Bokaro,,,,,16809,3208,0,,,,,137956.0,27527.0,2061918,,,,,,,,1389819,789324,0,2022-01-16 11:55:21.722648,37403000,,,,402533,5199,364245,,20214591,12182102,0,0.0,0.0
2022-01-15,JH,3258,7,3351,0,104709,63571,0,28405.0,35.0,16379.0,,815171.0,414963.0,Chatra,,,,,2340,849,0,,,,,23618.0,10518.0,1042304,,,,,,,,603287,336927,0,2022-01-16 11:55:21.722648,37403000,,,,402533,5199,364245,,20214591,12182102,0,0.0,0.0
2022-01-15,JH,3258,7,3351,0,104709,63571,0,28405.0,35.0,16379.0,,815171.0,414963.0,Deoghar,,,,,6472,2218,0,,,,,28239.0,15756.0,1491879,,,,,,,,879660,529823,0,2022-01-16 11:55:21.722648,37403000,,,,402533,5199,364245,,20214591,12182102,0,0.0,0.0
2022-01-15,JH,3258,7,3351,0,104709,63571,0,28405.0,35.0,16379.0,,815171.0,414963.0,Dhanbad,,,,,4907,5500,0,,,,,48281.0,42851.0,2682662,,,,,,,,1498826,922800,0,2022-01-16 11:55:21.722648,37403000,,,,402533,5199,364245,,20214591,12182102,0,0.0,0.0
2022-01-15,JH,3258,7,3351,0,104709,63571,0,28405.0,35.0,16379.0,,815171.0,414963.0,Dumka,,,,,4617,2451,0,,,,,29217.0,17029.0,1321096,,,,,,,,835799,530673,0,2022-01-16 11:55:21.722648,37403000,,,,402533,5199,364245,,20214591,12182102,0,0.0,0.0
2022-01-15,JH,3258,7,3351,0,104709,63571,0,28405.0,35.0,16379.0,,815171.0,414963.0,East Singhbhum,,,,,3359,1467,0,,,,,38110.0,23159.0,2291032,,,,,,,,1632433,1171122,0,2022-01-16 11:55:21.722648,37403000,,,,402533,5199,364245,,20214591,12182102,0,0.0,0.0
2022-01-15,JH,3258,7,3351,0,104709,63571,0,28405.0,35.0,16379.0,,815171.0,414963.0,Garhwa,,,,,3460,2652,0,,,,,28207.0,14019.0,1322387,,,,,,,,779842,406331,0,2022-01-16 11:55:21.722648,37403000,,,,402533,5199,364245,,20214591,12182102,0,0.0,0.0
2022-01-15,JH,3258,7,3351,0,104709,63571,0,28405.0,35.0,16379.0,,815171.0,414963.0,Giridih,,,,,5786,4560,0,,,,,53164.0,29512.0,2445203,,,,,,,,1342459,785587,0,2022-01-16 11:55:21.722648,37403000,,,,402533,5199,364245,,20214591,12182102,0,0.0,0.0
2022-01-15,JH,3258,7,3351,0,104709,63571,0,28405.0,35.0,16379.0,,815171.0,414963.0,Godda,,,,,3548,2662,0,,,,,23356.0,10647.0,1311382,,,,,,,,747724,461232,0,2022-01-16 11:55:21.722648,37403000,,,,402533,5199,364245,,20214591,12182102,0,0.0,0.0
2022-01-15,JH,3258,7,3351,0,104709,63571,0,28405.0,35.0,16379.0,,815171.0,414963.0,Gumla,,,,,6287,4594,0,,,,,39336.0,18482.0,1025656,,,,,,,,658738,367219,0,2022-01-16 11:55:21.722648,37403000,,,,402533,5199,364245,,20214591,12182102,0,0.0,0.0
