Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-15,DL,20718,30,19554,67624,94697,52805,0,164705.0,192.0,119284.0,607368.0,605154.0,306527.0,Central Delhi,,,,,6572,4414,0,,,,,44473.0,24366.0,0,,,,,,,,1490208,1001011,0,2022-01-16 11:55:21.722648,19814000,,,,1691684,25335,1572942,33994442,16491303,11921869,0,0.0,0.0
2022-01-15,DL,20718,30,19554,67624,94697,52805,0,164705.0,192.0,119284.0,607368.0,605154.0,306527.0,East Delhi,,,,,8423,4117,0,,,,,57260.0,25053.0,0,,,,,,,,1265728,987182,0,2022-01-16 11:55:21.722648,19814000,,,,1691684,25335,1572942,33994442,16491303,11921869,0,0.0,0.0
2022-01-15,DL,20718,30,19554,67624,94697,52805,0,164705.0,192.0,119284.0,607368.0,605154.0,306527.0,New Delhi,,,,,3728,2630,0,,,,,34678.0,17656.0,0,,,,,,,,1073220,901688,0,2022-01-16 11:55:21.722648,19814000,,,,1691684,25335,1572942,33994442,16491303,11921869,0,0.0,0.0
2022-01-15,DL,20718,30,19554,67624,94697,52805,0,164705.0,192.0,119284.0,607368.0,605154.0,306527.0,North Delhi,,,,,9946,7900,0,,,,,54192.0,39296.0,0,,,,,,,,1554535,1102719,0,2022-01-16 11:55:21.722648,19814000,,,,1691684,25335,1572942,33994442,16491303,11921869,0,0.0,0.0
2022-01-15,DL,20718,30,19554,67624,94697,52805,0,164705.0,192.0,119284.0,607368.0,605154.0,306527.0,North East Delhi,,,,,5427,3594,0,,,,,48494.0,23706.0,0,,,,,,,,1337206,774161,0,2022-01-16 11:55:21.722648,19814000,,,,1691684,25335,1572942,33994442,16491303,11921869,0,0.0,0.0
2022-01-15,DL,20718,30,19554,67624,94697,52805,0,164705.0,192.0,119284.0,607368.0,605154.0,306527.0,North West Delhi,,,,,15267,6861,0,,,,,86034.0,35142.0,0,,,,,,,,1975527,1357247,0,2022-01-16 11:55:21.722648,19814000,,,,1691684,25335,1572942,33994442,16491303,11921869,0,0.0,0.0
2022-01-15,DL,20718,30,19554,67624,94697,52805,0,164705.0,192.0,119284.0,607368.0,605154.0,306527.0,Shahdara,,,,,6517,3323,0,,,,,43736.0,16956.0,0,,,,,,,,1169462,812478,0,2022-01-16 11:55:21.722648,19814000,,,,1691684,25335,1572942,33994442,16491303,11921869,0,0.0,0.0
2022-01-15,DL,20718,30,19554,67624,94697,52805,0,164705.0,192.0,119284.0,607368.0,605154.0,306527.0,South Delhi,,,,,6294,3079,0,,,,,39182.0,20882.0,0,,,,,,,,1437422,1038434,0,2022-01-16 11:55:21.722648,19814000,,,,1691684,25335,1572942,33994442,16491303,11921869,0,0.0,0.0
2022-01-15,DL,20718,30,19554,67624,94697,52805,0,164705.0,192.0,119284.0,607368.0,605154.0,306527.0,South East Delhi,,,,,9899,4657,0,,,,,62692.0,29895.0,0,,,,,,,,1578651,1163686,0,2022-01-16 11:55:21.722648,19814000,,,,1691684,25335,1572942,33994442,16491303,11921869,0,0.0,0.0
2022-01-15,DL,20718,30,19554,67624,94697,52805,0,164705.0,192.0,119284.0,607368.0,605154.0,306527.0,South West Delhi,,,,,12295,6482,0,,,,,74466.0,41009.0,0,,,,,,,,1867189,1464019,0,2022-01-16 11:55:21.722648,19814000,,,,1691684,25335,1572942,33994442,16491303,11921869,0,0.0,0.0
2022-01-15,DL,20718,30,19554,67624,94697,52805,0,164705.0,192.0,119284.0,607368.0,605154.0,306527.0,Unknown,20718.0,30.0,19554.0,,0,0,0,164705.0,192.0,119284.0,,0.0,0.0,0,,,,1691684.0,25335.0,1572942.0,,0,0,0,2022-01-16 11:55:21.722648,19814000,,,,1691684,25335,1572942,33994442,16491303,11921869,0,0.0,0.0
2022-01-15,DL,20718,30,19554,67624,94697,52805,0,164705.0,192.0,119284.0,607368.0,605154.0,306527.0,West Delhi,,,,,10329,5748,0,,,,,59947.0,32566.0,0,,,,,,,,1742155,1319244,0,2022-01-16 11:55:21.722648,19814000,,,,1691684,25335,1572942,33994442,16491303,11921869,0,0.0,0.0
