,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2022-08-07,RJ,Ajmer,,,,50448,451,49789,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
1,2022-08-07,RJ,Alwar,,,,85602,321,84902,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
2,2022-08-07,RJ,Banswara,,,,14867,106,14702,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
3,2022-08-07,RJ,Baran,,,,15337,65,15263,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
4,2022-08-07,RJ,Barmer,,,,21527,205,21303,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
5,2022-08-07,RJ,Bharatpur,,,,31514,274,31184,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
6,2022-08-07,RJ,Bhilwara,,,,38534,162,38298,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
7,2022-08-07,RJ,Bikaner,,,,50854,594,50178,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
8,2022-08-07,RJ,Bundi,,,,9717,55,9660,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
9,2022-08-07,RJ,Chittorgarh,,,,29626,140,29373,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
10,2022-08-07,RJ,Churu,,,,21022,115,20884,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
11,2022-08-07,RJ,Dausa,,,,16170,82,15924,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
12,2022-08-07,RJ,Dholpur,,,,14003,49,13926,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
13,2022-08-07,RJ,Dungarpur,,,,25622,134,25418,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
14,2022-08-07,RJ,Ganganagar,,,,28201,160,28035,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
15,2022-08-07,RJ,Hanumangarh,,,,22557,115,22431,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
16,2022-08-07,RJ,Jaipur,,,,280034,2116,276657,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
17,2022-08-07,RJ,Jaisalmer,,,,17176,68,17032,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
18,2022-08-07,RJ,Jalore,,,,10700,78,10571,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
19,2022-08-07,RJ,Jhalawar,,,,17851,209,17598,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
20,2022-08-07,RJ,Jhunjhunu,,,,19161,181,18980,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
21,2022-08-07,RJ,Jodhpur,,,,142695,1164,141299,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
22,2022-08-07,RJ,Karauli,,,,8971,85,8886,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
23,2022-08-07,RJ,Kota,,,,70259,478,69701,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
24,2022-08-07,RJ,Nagaur,,,,23972,201,23686,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
25,2022-08-07,RJ,Pali,,,,35866,299,35557,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
26,2022-08-07,RJ,Pratapgarh,,,,11949,65,11853,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
27,2022-08-07,RJ,Rajsamand,,,,23292,178,22976,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
28,2022-08-07,RJ,Sawai Madhopur,,,,15837,66,15764,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
29,2022-08-07,RJ,Sikar,,,,38200,368,37799,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
30,2022-08-07,RJ,Sirohi,,,,17531,89,17319,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
31,2022-08-07,RJ,Tonk,,,,13343,103,13228,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
32,2022-08-07,RJ,Udaipur,,,,75039,775,73937,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
33,2022-08-07,RJ,Other state/,,,,337,39,298,,2022-08-08T18:41:39.428572+05:30,,,,1297814,9590,1284411,,0,0
