Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-03-23,OR,Angul,,,,48026,418,0,47591,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Balasore,,,,48941,360,0,48543,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Bargarh,,,,34544,353,0,34181,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Bhadrak,,,,29474,173,0,29293,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Balangir,,,,28921,131,0,28763,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Boudh,,,,14603,113,0,14461,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Cuttack,,,,113705,907,0,112772,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Deogarh,,,,8551,53,0,8493,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Dhenkanal,,,,22364,264,0,22097,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Gajapati,,,,13055,83,0,12934,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Ganjam,,,,36746,510,0,36153,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Jagatsinghpur,,,,32090,342,0,31744,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Jajpur,,,,50264,200,0,50017,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Jharsuguda,,,,28463,182,0,28279,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Kalahandi,,,,28666,219,0,28447,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Kandhamal,,,,13528,95,0,13424,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Kendrapara,,,,27918,274,0,27616,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Kendujhar,,,,24264,191,0,24070,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Khordha,,,,244703,1748,0,242933,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Koraput,,,,23593,84,0,23490,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Malkangiri,,,,12868,48,0,12814,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Mayurbhanj,,,,48412,308,0,48082,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Nabarangapur,,,,27431,91,0,27329,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Nayagarh,,,,28392,227,0,28157,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Nuapada,,,,26715,91,0,26622,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Puri,,,,49984,487,0,49494,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Rayagada,,,,24747,174,0,24570,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Sambalpur,,,,42105,247,0,41829,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Subarnapur,,,,16423,62,0,16354,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
2022-03-23,OR,Sundargarh,,,,90749,681,0,90015,,2022-03-23 11:55:25.741021,2022-03-23 11:55:25.741871,,,1287285,9116,1277580,0,30312394
