Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
2022-01-09,ML,76,0,10,0,57,59,0,387.0,1.0,67.0,,18801.0,11893.0,East Garo Hills,1,0,0,,0,1,0,1.0,0.0,0.0,,603.0,400.0,317618,,,,1919,16,1902,,61797,36331,2022-01-10T12:06:10.622835+05:30,3224000,,,,85234,1485,83355,,1252561,896799
2022-01-09,ML,76,0,10,0,57,59,0,387.0,1.0,67.0,,18801.0,11893.0,East Jaintia Hills,1,0,0,,10,0,0,3.0,0.0,1.0,,873.0,798.0,122436,,,,2452,32,2417,,70582,51615,2022-01-10T12:06:10.622835+05:30,3224000,,,,85234,1485,83355,,1252561,896799
2022-01-09,ML,76,0,10,0,57,59,0,387.0,1.0,67.0,,18801.0,11893.0,East Khasi Hills,66,0,10,,0,0,0,317.0,1.0,60.0,,9393.0,4809.0,824059,,,,42284,1009,40954,,344346,281712,2022-01-10T12:06:10.622835+05:30,3224000,,,,85234,1485,83355,,1252561,896799
2022-01-09,ML,76,0,10,0,57,59,0,387.0,1.0,67.0,,18801.0,11893.0,North Garo Hills,0,0,0,,0,0,0,1.0,0.0,0.0,,648.0,849.0,118325,,,,1687,8,1678,,69648,45982,2022-01-10T12:06:10.622835+05:30,3224000,,,,85234,1485,83355,,1252561,896799
2022-01-09,ML,76,0,10,0,57,59,0,387.0,1.0,67.0,,18801.0,11893.0,Ri-Bhoi,3,0,0,,0,0,0,11.0,0.0,2.0,,0.0,0.0,0,,,,9756,90,9654,,0,0,2022-01-10T12:06:10.622835+05:30,3224000,,,,85234,1485,83355,,1252561,896799
2022-01-09,ML,76,0,10,0,57,59,0,387.0,1.0,67.0,,18801.0,11893.0,South Garo Hills,0,0,0,,0,10,0,0.0,0.0,0.0,,179.0,260.0,142574,,,,1218,12,1206,,48941,29774,2022-01-10T12:06:10.622835+05:30,3224000,,,,85234,1485,83355,,1252561,896799
2022-01-09,ML,76,0,10,0,57,59,0,387.0,1.0,67.0,,18801.0,11893.0,South West Garo Hills,0,0,0,,0,0,0,0.0,0.0,0.0,,1226.0,573.0,172495,,,,1873,18,1855,,87369,58774,2022-01-10T12:06:10.622835+05:30,3224000,,,,85234,1485,83355,,1252561,896799
2022-01-09,ML,76,0,10,0,57,59,0,387.0,1.0,67.0,,18801.0,11893.0,South West Khasi Hills,0,0,0,,0,0,0,3.0,0.0,0.0,,204.0,289.0,110152,,,,2553,17,2533,,36149,25055,2022-01-10T12:06:10.622835+05:30,3224000,,,,85234,1485,83355,,1252561,896799
2022-01-09,ML,76,0,10,0,57,59,0,387.0,1.0,67.0,,18801.0,11893.0,West Garo Hills,5,0,0,,36,18,0,43.0,0.0,4.0,,1906.0,1126.0,642923,,,,9140,73,9022,,231381,164157,2022-01-10T12:06:10.622835+05:30,3224000,,,,85234,1485,83355,,1252561,896799
2022-01-09,ML,76,0,10,0,57,59,0,387.0,1.0,67.0,,18801.0,11893.0,West Jaintia Hills,0,0,0,,0,0,0,7.0,0.0,0.0,,1629.0,993.0,270352,,,,6831,136,6688,,99587,70948,2022-01-10T12:06:10.622835+05:30,3224000,,,,85234,1485,83355,,1252561,896799
2022-01-09,ML,76,0,10,0,57,59,0,387.0,1.0,67.0,,18801.0,11893.0,West Khasi Hills,0,0,0,,10,24,0,1.0,0.0,0.0,,1159.0,944.0,385601,,,,5521,74,5446,,87429,58603,2022-01-10T12:06:10.622835+05:30,3224000,,,,85234,1485,83355,,1252561,896799
