,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
0,2022-08-26,RJ,Ajmer,,,,50789,452,50170,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
1,2022-08-26,RJ,Alwar,,,,86814,322,86269,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
2,2022-08-26,RJ,Banswara,,,,14929,107,14780,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
3,2022-08-26,RJ,Baran,,,,15346,65,15279,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
4,2022-08-26,RJ,Barmer,,,,21537,205,21326,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
5,2022-08-26,RJ,Bharatpur,,,,32437,275,31788,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
6,2022-08-26,RJ,Bhilwara,,,,38682,162,38425,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
7,2022-08-26,RJ,Bikaner,,,,50962,594,50321,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
8,2022-08-26,RJ,BSF Camp,,,,,,,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
9,2022-08-26,RJ,Bundi,,,,9841,55,9740,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
10,2022-08-26,RJ,Chittorgarh,,,,29999,140,29709,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
11,2022-08-26,RJ,Churu,,,,21038,116,20920,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
12,2022-08-26,RJ,Dausa,,,,16497,84,16258,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
13,2022-08-26,RJ,Dholpur,,,,14069,49,13981,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
14,2022-08-26,RJ,Dungarpur,,,,25750,134,25573,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
15,2022-08-26,RJ,Evacuees,,,,,,,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
16,2022-08-26,RJ,Ganganagar,,,,28214,161,28049,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
17,2022-08-26,RJ,Hanumangarh,,,,22595,115,22456,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
18,2022-08-26,RJ,Italians,,,,,,,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
19,2022-08-26,RJ,Jaipur,,,,283115,2127,279617,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
20,2022-08-26,RJ,Jaisalmer,,,,17233,68,17136,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
21,2022-08-26,RJ,Jalore,,,,10742,78,10644,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
22,2022-08-26,RJ,Jhalawar,,,,17912,214,17678,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
23,2022-08-26,RJ,Jhunjhunu,,,,19170,182,18982,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
24,2022-08-26,RJ,Jodhpur,,,,143132,1164,141753,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
25,2022-08-26,RJ,Karauli,,,,8979,88,8886,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
26,2022-08-26,RJ,Kota,,,,70419,478,69896,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
27,2022-08-26,RJ,Nagaur,,,,24215,201,23926,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
28,2022-08-26,RJ,Other State,,,,,,,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
29,2022-08-26,RJ,Pali,,,,36004,299,35651,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
30,2022-08-26,RJ,Pratapgarh,,,,12125,66,11993,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
31,2022-08-26,RJ,Rajsamand,,,,23430,178,23192,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
32,2022-08-26,RJ,Sawai Madhopur,,,,15934,68,15813,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
33,2022-08-26,RJ,Sikar,,,,38401,369,37946,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
34,2022-08-26,RJ,Sirohi,,,,17597,89,17484,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
35,2022-08-26,RJ,Tonk,,,,13345,104,13241,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
36,2022-08-26,RJ,Udaipur,,,,75750,775,74877,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
37,2022-08-26,RJ,Unknown,,,,1256550,9171,1243887,,2022-08-27 11:55:30.570622,,,,1307339,9623,1294057,,0,0
