Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
2021-11-06,AR,4,0,5,446,332,2156,0,26.0,0.0,75.0,-8793.0,3255.0,18343.0,Anjaw,0,0,0,0,0,28,0,0.0,0.0,0.0,18049.0,23.0,125.0,21089,,,,1068,3,1065,20894,11718,8082,2021-11-06 17:34,1504000,,,,55180,280,54840,1176309,775088,552634
2021-11-06,AR,4,0,5,446,332,2156,0,26.0,0.0,75.0,-8793.0,3255.0,18343.0,Changlang,0,0,0,0,73,361,0,3807.0,22.0,3782.0,-35798.0,,,147951,,,,3807,22,3782,79412,89903,58960,2021-11-06 17:34,1504000,,,,55180,280,54840,1176309,775088,552634
2021-11-06,AR,4,0,5,446,332,2156,0,26.0,0.0,75.0,-8793.0,3255.0,18343.0,East Kameng,0,0,0,0,11,72,0,-2713.0,-22.0,-2685.0,28901.0,-65848.0,-39250.0,78413,,,,1094,0,1094,52762,23009,16111,2021-11-06 17:34,1504000,,,,55180,280,54840,1176309,775088,552634
2021-11-06,AR,4,0,5,446,332,2156,0,26.0,0.0,75.0,-8793.0,3255.0,18343.0,East Siang,0,0,1,34,30,315,0,2119.0,17.0,2093.0,53497.0,31274.0,25313.0,99019,,,,3213,17,3187,60986,54205,40958,2021-11-06 17:34,1504000,,,,55180,280,54840,1176309,775088,552634
2021-11-06,AR,4,0,5,446,332,2156,0,26.0,0.0,75.0,-8793.0,3255.0,18343.0,Kamle,0,0,0,3,0,0,0,-2694.0,-17.0,-2666.0,-15288.0,-47040.0,-35371.0,22256,,,,512,0,512,6579,6961,4063,2021-11-06 17:34,1504000,,,,55180,280,54840,1176309,775088,552634
2021-11-06,AR,4,0,5,446,332,2156,0,26.0,0.0,75.0,-8793.0,3255.0,18343.0,Kra Daadi,0,0,0,2,1,6,0,-242.0,0.0,-242.0,4677.0,-665.0,-570.0,0,,,,270,0,270,6062,6281,3304,2021-11-06 17:34,1504000,,,,55180,280,54840,1176309,775088,552634
2021-11-06,AR,4,0,5,446,332,2156,0,26.0,0.0,75.0,-8793.0,3255.0,18343.0,Kurung Kumey,0,0,0,4,1,9,0,241.0,1.0,240.0,5937.0,2891.0,2613.0,89717,,,,511,1,510,9155,9166,5885,2021-11-06 17:34,1504000,,,,55180,280,54840,1176309,775088,552634
2021-11-06,AR,4,0,5,446,332,2156,0,26.0,0.0,75.0,-8793.0,3255.0,18343.0,Lepa Rada,0,0,0,11,2,72,0,365.0,2.0,361.0,12486.0,4225.0,4823.0,0,,,,876,3,871,16687,13346,10424,2021-11-06 17:34,1504000,,,,55180,280,54840,1176309,775088,552634
2021-11-06,AR,4,0,5,446,332,2156,0,26.0,0.0,75.0,-8793.0,3255.0,18343.0,Lohit,0,0,1,21,12,38,0,2013.0,23.0,1981.0,41890.0,17891.0,12494.0,145538,,,,2887,26,2852,48637,31213,22616,2021-11-06 17:34,1504000,,,,55180,280,54840,1176309,775088,552634
2021-11-06,AR,4,0,5,446,332,2156,0,26.0,0.0,75.0,-8793.0,3255.0,18343.0,Longding,0,0,0,1,22,59,0,-2133.0,-24.0,-2102.0,4865.0,-11744.0,-13651.0,60000,,,,752,2,749,19810,19376,8352,2021-11-06 17:34,1504000,,,,55180,280,54840,1176309,775088,552634
