Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
2021-11-13,ML,7,0,26,0,1845,5748,0,186.0,5.0,281.0,,14605.0,45100.0,East Garo Hills,0,0,1,,186,362,0,,,,,1315.0,2963.0,317618,,,,1877,14,1856,,49522,25396,2021-11-14T10:57:47.680365+05:30,3224000,,,,84013,1462,82274,,1127481,724354
2021-11-13,ML,7,0,26,0,1845,5748,0,186.0,5.0,281.0,,14605.0,45100.0,East Jaintia Hills,0,0,0,,51,108,0,,,,,643.0,2630.0,122436,,,,2438,32,2402,,65435,38415,2021-11-14T10:57:47.680365+05:30,3224000,,,,84013,1462,82274,,1127481,724354
2021-11-13,ML,7,0,26,0,1845,5748,0,186.0,5.0,281.0,,14605.0,45100.0,East Khasi Hills,6,0,18,,255,1127,0,,,,,2130.0,8971.0,824059,,,,41312,992,40117,,322284,242459,2021-11-14T10:57:47.680365+05:30,3224000,,,,84013,1462,82274,,1127481,724354
2021-11-13,ML,7,0,26,0,1845,5748,0,186.0,5.0,281.0,,14605.0,45100.0,North Garo Hills,0,0,0,,139,486,0,,,,,795.0,3043.0,118325,,,,1685,8,1677,,64333,34527,2021-11-14T10:57:47.680365+05:30,3224000,,,,84013,1462,82274,,1127481,724354
2021-11-13,ML,7,0,26,0,1845,5748,0,186.0,5.0,281.0,,14605.0,45100.0,Ri-Bhoi,1,0,1,,0,0,0,,,,,,,0,,,,9713,90,9608,,0,0,2021-11-14T10:57:47.680365+05:30,3224000,,,,84013,1462,82274,,1127481,724354
2021-11-13,ML,7,0,26,0,1845,5748,0,186.0,5.0,281.0,,14605.0,45100.0,South Garo Hills,0,0,0,,69,189,0,,,,,-52317.0,-30612.0,142574,,,,1217,12,1204,,40853,21223,2021-11-14T10:57:47.680365+05:30,3224000,,,,84013,1462,82274,,1127481,724354
2021-11-13,ML,7,0,26,0,1845,5748,0,186.0,5.0,281.0,,14605.0,45100.0,South West Garo Hills,0,0,0,,319,758,0,,,,,37660.0,28691.0,172495,,,,1873,18,1854,,78093,48594,2021-11-14T10:57:47.680365+05:30,3224000,,,,84013,1462,82274,,1127481,724354
2021-11-13,ML,7,0,26,0,1845,5748,0,186.0,5.0,281.0,,14605.0,45100.0,South West Khasi Hills,0,0,1,,30,291,0,,,,,-41382.0,-23557.0,110152,,,,2549,17,2532,,33850,19808,2021-11-14T10:57:47.680365+05:30,3224000,,,,84013,1462,82274,,1127481,724354
2021-11-13,ML,7,0,26,0,1845,5748,0,186.0,5.0,281.0,,14605.0,45100.0,West Garo Hills,0,0,1,,342,1250,0,,,,,180275.0,117806.0,642923,,,,9055,72,8959,,213828,135883,2021-11-14T10:57:47.680365+05:30,3224000,,,,84013,1462,82274,,1127481,724354
2021-11-13,ML,7,0,26,0,1845,5748,0,186.0,5.0,281.0,,14605.0,45100.0,West Jaintia Hills,0,0,1,,123,388,0,-77018.0,-1322.0,-75323.0,,86246.0,55816.0,270352,,,,6809,135,6670,,86246,55816,2021-11-14T10:57:47.680365+05:30,3224000,,,,84013,1462,82274,,1127481,724354
2021-11-13,ML,7,0,26,0,1845,5748,0,186.0,5.0,281.0,,14605.0,45100.0,West Khasi Hills,0,0,3,,38,139,0,,,,,-133019.0,-80454.0,385601,,,,5485,72,5395,,78098,46478,2021-11-14T10:57:47.680365+05:30,3224000,,,,84013,1462,82274,,1127481,724354
