,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2021-10-29,KL,Ernakulam,,,,600892,3308,581601,,,,,,4954063,31156,4843576,
1,2021-10-29,KL,Thiruvananthapuram,,,,462098,4990,446803,,,,,,4954063,31156,4843576,
2,2021-10-29,KL,Pathanamthitta,,,,192529,1069,184166,,,,,,4954063,31156,4843576,
3,2021-10-29,KL,Palakkad,,,,373118,2860,363448,,,,,,4954063,31156,4843576,
4,2021-10-29,KL,Idukki,,,,146288,518,139661,,,,,,4954063,31156,4843576,
5,2021-10-29,KL,Kollam,,,,389653,2442,381764,,,,,,4954063,31156,4843576,
6,2021-10-29,KL,Kozhikode,,,,525607,3348,517700,,,,,,4954063,31156,4843576,
7,2021-10-29,KL,Kottayam,,,,321416,1342,315543,,,,,,4954063,31156,4843576,
8,2021-10-29,KL,Wayanad,,,,125153,518,120776,,,,,,4954063,31156,4843576,
9,2021-10-29,KL,Kannur,,,,274611,2313,268567,,,,,,4954063,31156,4843576,
10,2021-10-29,KL,Kasaragod,,,,138559,614,134491,,,,,,4954063,31156,4843576,
11,2021-10-29,KL,Malappuram,,,,566856,2519,561048,,,,,,4954063,31156,4843576,
12,2021-10-29,KL,Thrissur,,,,521678,3489,515322,,,,,,4954063,31156,4843576,
13,2021-10-29,KL,Alappuzha,,,,315605,1826,312686,,,,,,4954063,31156,4843576,
