Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
2021-10-29,GJ,0,-2.0,-131.0,101567.0,50290,303798,0,,10087.42857142857,816180.0,30703176.0,44673620.0,25590794.0,Ahmedabad,,0,4,2741675,4669424,2588858,0,,3411.0,234878.0,2948159.0,1284986,811101,7208200,,,,,3411,234887,5298167,5954410,3399959,,67936000,,,,,10086,816101,30893781,44673620,25590794,70264414.0,354088.0,70264414.0,9354369.0,7258282
2021-10-29,GJ,0,-2.0,-131.0,101567.0,50290,303798,0,,10087.42857142857,816180.0,30703176.0,44673620.0,25590794.0,Amreli,,0,0,380787,0,0,0,,102.0,10708.0,266663.0,926183,542558,1513614,,,,,102,10708,593052,926183,542558,,67936000,,,,,10086,816101,30893781,44673620,25590794,70264414.0,354088.0,70264414.0,1468741.0,0
2021-10-29,GJ,0,-2.0,-131.0,101567.0,50290,303798,0,,10087.42857142857,816180.0,30703176.0,44673620.0,25590794.0,Anand,,0,1,366776,0,0,0,,49.0,9580.0,224247.0,1458943,922258,2090276,,,,,49,9581,538627,1458943,922258,,67936000,,,,,10086,816101,30893781,44673620,25590794,70264414.0,354088.0,70264414.0,2381201.0,0
2021-10-29,GJ,0,-2.0,-131.0,101567.0,50290,303798,0,,10087.42857142857,816180.0,30703176.0,44673620.0,25590794.0,Aravalli,,0,0,239197,0,0,0,,78.0,5108.0,156353.0,717850,517451,1051746,,,,,78,5108,361379,717850,517451,,67936000,,,,,10086,816101,30893781,44673620,25590794,70264414.0,354088.0,70264414.0,1235301.0,0
2021-10-29,GJ,0,-2.0,-131.0,101567.0,50290,303798,0,,10087.42857142857,816180.0,30703176.0,44673620.0,25590794.0,Banaskantha,,0,0,623196,0,0,0,,162.0,13469.0,307555.0,2138458,1135021,3116045,,,,,162,13469,841723,2138458,1135021,,67936000,,,,,10086,816101,30893781,44673620,25590794,70264414.0,354088.0,70264414.0,3273479.0,0
2021-10-29,GJ,0,-2.0,-131.0,101567.0,50290,303798,0,,10087.42857142857,816180.0,30703176.0,44673620.0,25590794.0,Bharuch,,0,0,356193,0,0,0,,118.0,11308.0,206941.0,1212992,659168,1550822,,,,,118,11308,512250,1212992,659168,,67936000,,,,,10086,816101,30893781,44673620,25590794,70264414.0,354088.0,70264414.0,1872160.0,0
2021-10-29,GJ,0,-2.0,-131.0,101567.0,50290,303798,0,,10087.42857142857,816180.0,30703176.0,44673620.0,25590794.0,Bhavnagar,,0,0,797734,445203,264039,0,,301.0,21143.0,506796.0,1229680,689633,2877961,,,,,301,21143,1190568,1674883,953672,,67936000,,,,,10086,816101,30893781,44673620,25590794,70264414.0,354088.0,70264414.0,2628555.0,709242
2021-10-29,GJ,0,-2.0,-131.0,101567.0,50290,303798,0,,10087.42857142857,816180.0,30703176.0,44673620.0,25590794.0,Botad,,0,0,155233,0,0,0,,42.0,2176.0,120735.0,378069,225894,656005,,,,,42,2176,253792,378069,225894,,67936000,,,,,10086,816101,30893781,44673620,25590794,70264414.0,354088.0,70264414.0,603963.0,0
2021-10-29,GJ,0,-2.0,-131.0,101567.0,50290,303798,0,,10087.42857142857,816180.0,30703176.0,44673620.0,25590794.0,Chhota Udaipur,,0,0,172484,0,0,0,,38.0,3357.0,118478.0,635648,414584,1071831,,,,,38,3357,266322,635648,414584,,67936000,,,,,10086,816101,30893781,44673620,25590794,70264414.0,354088.0,70264414.0,1050232.0,0
2021-10-29,GJ,0,-2.0,-131.0,101567.0,50290,303798,0,,10087.42857142857,816180.0,30703176.0,44673620.0,25590794.0,Dahod,,0,0,483283,0,0,0,,38.0,9917.0,287299.0,1498980,615153,2126558,,,,,38,9917,701542,1498980,615153,,67936000,,,,,10086,816101,30893781,44673620,25590794,70264414.0,354088.0,70264414.0,2114133.0,0
