,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2021-11-15,DL,Central Delhi,,,,,,,,2021-11-16 05:37:23.489562,,,,1440440,25095,1415008,
1,2021-11-15,DL,East Delhi,,,,,,,,2021-11-16 05:37:23.489562,,,,1440440,25095,1415008,
2,2021-11-15,DL,New Delhi,,,,,,,,2021-11-16 05:37:23.489562,,,,1440440,25095,1415008,
3,2021-11-15,DL,North Delhi,,,,,,,,2021-11-16 05:37:23.489562,,,,1440440,25095,1415008,
4,2021-11-15,DL,North East Delhi,,,,,,,,2021-11-16 05:37:23.489562,,,,1440440,25095,1415008,
5,2021-11-15,DL,North West Delhi,,,,,,,,2021-11-16 05:37:23.489562,,,,1440440,25095,1415008,
6,2021-11-15,DL,Shahdara,,,,,,,,2021-11-16 05:37:23.489562,,,,1440440,25095,1415008,
7,2021-11-15,DL,South Delhi,,,,,,,,2021-11-16 05:37:23.489562,,,,1440440,25095,1415008,
8,2021-11-15,DL,South East Delhi,,,,,,,,2021-11-16 05:37:23.489562,,,,1440440,25095,1415008,
9,2021-11-15,DL,South West Delhi,,,,,,,,2021-11-16 05:37:23.489562,,,,1440440,25095,1415008,
10,2021-11-15,DL,West Delhi,,,,,,,,2021-11-16 05:37:23.489562,,,,1440440,25095,1415008,
11,2021-11-15,DL,Unknown,,,,1440440,25095,1415008,,2021-11-16 05:37:23.489562,,,,1440440,25095,1415008,
