,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2022-01-10,NL,Dimapur,,,728 cases were recorded as Non Covid Deaths with Covid19 Positivity,14996,421,14489,,2022-01-22T02:03:59.428307+05:30,,,1099 cases were recorded as Non Covid Deaths with Covid19 Positivity,32302,687,31495,427706,728,1099
1,2022-01-10,NL,Kiphire,,,1 cases were recorded as Non Covid Deaths with Covid19 Positivity,267,9,258,,2022-01-22T02:03:59.428307+05:30,,,1099 cases were recorded as Non Covid Deaths with Covid19 Positivity,32302,687,31495,427706,1,1099
2,2022-01-10,NL,Kohima,,,207 cases were recorded as Non Covid Deaths with Covid19 Positivity,9516,125,9383,,2022-01-22T02:03:59.428307+05:30,,,1099 cases were recorded as Non Covid Deaths with Covid19 Positivity,32302,687,31495,427706,207,1099
3,2022-01-10,NL,Longleng,,,20 cases were recorded as Non Covid Deaths with Covid19 Positivity,307,0,305,,2022-01-22T02:03:59.428307+05:30,,,1099 cases were recorded as Non Covid Deaths with Covid19 Positivity,32302,687,31495,427706,20,1099
4,2022-01-10,NL,Mokokchung,,,69 cases were recorded as Non Covid Deaths with Covid19 Positivity,2383,56,2325,,2022-01-22T02:03:59.428307+05:30,,,1099 cases were recorded as Non Covid Deaths with Covid19 Positivity,32302,687,31495,427706,69,1099
5,2022-01-10,NL,Mon,,,19 cases were recorded as Non Covid Deaths with Covid19 Positivity,1159,12,1145,,2022-01-22T02:03:59.428307+05:30,,,1099 cases were recorded as Non Covid Deaths with Covid19 Positivity,32302,687,31495,427706,19,1099
6,2022-01-10,NL,Peren,,,15 cases were recorded as Non Covid Deaths with Covid19 Positivity,923,6,916,,2022-01-22T02:03:59.428307+05:30,,,1099 cases were recorded as Non Covid Deaths with Covid19 Positivity,32302,687,31495,427706,15,1099
7,2022-01-10,NL,Phek,,,9 cases were recorded as Non Covid Deaths with Covid19 Positivity,604,18,586,,2022-01-22T02:03:59.428307+05:30,,,1099 cases were recorded as Non Covid Deaths with Covid19 Positivity,32302,687,31495,427706,9,1099
8,2022-01-10,NL,Tuensang,,,3 cases were recorded as Non Covid Deaths with Covid19 Positivity,1114,13,1089,,2022-01-22T02:03:59.428307+05:30,,,1099 cases were recorded as Non Covid Deaths with Covid19 Positivity,32302,687,31495,427706,3,1099
9,2022-01-10,NL,Wokha,,,16 cases were recorded as Non Covid Deaths with Covid19 Positivity,407,11,392,,2022-01-22T02:03:59.428307+05:30,,,1099 cases were recorded as Non Covid Deaths with Covid19 Positivity,32302,687,31495,427706,16,1099
10,2022-01-10,NL,Zunheboto,,,12 cases were recorded as Non Covid Deaths with Covid19 Positivity,626,16,607,,2022-01-22T02:03:59.428307+05:30,,,1099 cases were recorded as Non Covid Deaths with Covid19 Positivity,32302,687,31495,427706,12,1099
