,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
0,2021-11-01,RJ,7,0,2,4191,31121,109954,0,33.0,0.0,13.0,94682.0,264589.0,862957.0,Ajmer,0,0,1,100,876,5213,0,6.0,0.0,3.0,343783.0,8841.0,55685.0,2584913,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,37769,410,37353,604998,1753184,1047695,2021-11-01 20:00:00,77264000,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,954436,8954,945445,14811943,42574175,20203943
1,2021-11-01,RJ,7,0,2,4191,31121,109954,0,33.0,0.0,13.0,94682.0,264589.0,862957.0,Alwar,0,0,0,258,1372,3242,0,0.0,0.0,0.0,911934.0,21395.0,29627.0,3671999,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,59694,307,59387,1203813,2239159,1032337,2021-11-01 20:00:00,77264000,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,954436,8954,945445,14811943,42574175,20203943
2,2021-11-01,RJ,7,0,2,4191,31121,109954,0,33.0,0.0,13.0,94682.0,264589.0,862957.0,Banswara,0,0,0,51,2451,4177,0,9920.0,104.0,9816.0,,,,1798194,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,10005,104,9901,216600,1026744,529970,2021-11-01 20:00:00,77264000,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,954436,8954,945445,14811943,42574175,20203943
3,2021-11-01,RJ,7,0,2,4191,31121,109954,0,33.0,0.0,13.0,94682.0,264589.0,862957.0,Baran,0,0,0,49,1314,3662,0,1991.0,-43.0,2033.0,101085.0,-251621.0,-206579.0,1223921,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,11996,61,11934,149866,764320,301403,2021-11-01 20:00:00,77264000,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,954436,8954,945445,14811943,42574175,20203943
4,2021-11-01,RJ,7,0,2,4191,31121,109954,0,33.0,0.0,13.0,94682.0,264589.0,862957.0,Barmer,0,0,0,136,4462,11799,0,3568.0,124.0,3443.0,276497.0,702653.0,348159.0,2604453,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,15563,185,15377,322665,1460194,633264,2021-11-01 20:00:00,77264000,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,954436,8954,945445,14811943,42574175,20203943
5,2021-11-01,RJ,7,0,2,4191,31121,109954,0,33.0,0.0,13.0,94682.0,264589.0,862957.0,Bharatpur,0,0,0,19,517,1516,0,4039.0,75.0,3964.0,264577.0,-99150.0,-15152.0,2549121,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,19601,260,19341,378445,1351631,591917,2021-11-01 20:00:00,77264000,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,954436,8954,945445,14811943,42574175,20203943
6,2021-11-01,RJ,7,0,2,4191,31121,109954,0,33.0,0.0,13.0,94682.0,264589.0,862957.0,Bhilwara,0,0,0,88,273,1484,0,10180.0,-104.0,10284.0,175791.0,183672.0,155722.0,2410459,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,29781,156,29625,377232,1525596,725175,2021-11-01 20:00:00,77264000,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,954436,8954,945445,14811943,42574175,20203943
7,2021-11-01,RJ,7,0,2,4191,31121,109954,0,33.0,0.0,13.0,94682.0,264589.0,862957.0,Bikaner,4,0,0,234,379,1514,0,10562.0,389.0,10167.0,434700.0,-59089.0,14281.0,2367745,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,40343,545,39792,583464,1461553,716104,2021-11-01 20:00:00,77264000,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,954436,8954,945445,14811943,42574175,20203943
8,2021-11-01,RJ,7,0,2,4191,31121,109954,0,33.0,0.0,13.0,94682.0,264589.0,862957.0,Bundi,0,0,0,9,1596,3106,0,-32370.0,-497.0,-31872.0,-109754.0,-744501.0,-332776.0,1113725,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,7967,48,7919,168548,710912,365941,2021-11-01 20:00:00,77264000,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,954436,8954,945445,14811943,42574175,20203943
9,2021-11-01,RJ,7,0,2,4191,31121,109954,0,33.0,0.0,13.0,94682.0,264589.0,862957.0,Chittorgarh,0,0,0,23,801,5707,0,11842.0,91.0,11751.0,291881.0,280785.0,146266.0,1544392,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,19809,139,19670,350048,979514,488057,2021-11-01 20:00:00,77264000,2021-11-01 20:00:00,https://twitter.com/dineshkumawat,,954436,8954,945445,14811943,42574175,20203943
