Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-16,AS,2709,5,1223,0,5810,22723,0,19994.0,25.0,5798.0,,229176.0,546862.0,Airport Quarantine,,,,,0,0,0,,,,,0.0,0.0,0,,,,,,,,0,0,0,2022-01-17 11:56:09.389267,34293000,,,,646735,6206,619924,,22863585,16907646,0,0.0,0.0
2022-01-16,AS,2709,5,1223,0,5810,22723,0,19994.0,25.0,5798.0,,229176.0,546862.0,Baksa,,,,,33,206,0,,,,,4438.0,13738.0,953773,,,,,,,,640513,443627,0,2022-01-17 11:56:09.389267,34293000,,,,646735,6206,619924,,22863585,16907646,0,0.0,0.0
2022-01-16,AS,2709,5,1223,0,5810,22723,0,19994.0,25.0,5798.0,,229176.0,546862.0,Barpeta,,,,,216,845,0,,,,,13587.0,30897.0,1693190,,,,,,,,1223532,1010171,0,2022-01-17 11:56:09.389267,34293000,,,,646735,6206,619924,,22863585,16907646,0,0.0,0.0
2022-01-16,AS,2709,5,1223,0,5810,22723,0,19994.0,25.0,5798.0,,229176.0,546862.0,Biswanath,,,,,40,237,0,,,,,2060.0,7016.0,612491,,,,,,,,508413,359784,0,2022-01-17 11:56:09.389267,34293000,,,,646735,6206,619924,,22863585,16907646,0,0.0,0.0
2022-01-16,AS,2709,5,1223,0,5810,22723,0,19994.0,25.0,5798.0,,229176.0,546862.0,Bongaigaon,,,,,88,571,0,,,,,3086.0,11092.0,732639,,,,,,,,551082,433375,0,2022-01-17 11:56:09.389267,34293000,,,,646735,6206,619924,,22863585,16907646,0,0.0,0.0
2022-01-16,AS,2709,5,1223,0,5810,22723,0,19994.0,25.0,5798.0,,229176.0,546862.0,Cachar,,,,,98,1153,0,,,,,17341.0,25762.0,1736319,,,,,,,,1217854,857137,0,2022-01-17 11:56:09.389267,34293000,,,,646735,6206,619924,,22863585,16907646,0,0.0,0.0
2022-01-16,AS,2709,5,1223,0,5810,22723,0,19994.0,25.0,5798.0,,229176.0,546862.0,Charaideo,,,,,0,0,0,,,,,1400.0,5066.0,0,,,,,,,,349602,231205,0,2022-01-17 11:56:09.389267,34293000,,,,646735,6206,619924,,22863585,16907646,0,0.0,0.0
2022-01-16,AS,2709,5,1223,0,5810,22723,0,19994.0,25.0,5798.0,,229176.0,546862.0,Chirang,,,,,66,331,0,,,,,4124.0,9459.0,481818,,,,,,,,325952,220894,0,2022-01-17 11:56:09.389267,34293000,,,,646735,6206,619924,,22863585,16907646,0,0.0,0.0
2022-01-16,AS,2709,5,1223,0,5810,22723,0,19994.0,25.0,5798.0,,229176.0,546862.0,Darrang,,,,,218,282,0,,,,,5566.0,16606.0,908090,,,,,,,,673456,472140,0,2022-01-17 11:56:09.389267,34293000,,,,646735,6206,619924,,22863585,16907646,0,0.0,0.0
2022-01-16,AS,2709,5,1223,0,5810,22723,0,19994.0,25.0,5798.0,,229176.0,546862.0,Dhemaji,,,,,295,1434,0,,,,,3715.0,8506.0,688077,,,,,,,,490505,346806,0,2022-01-17 11:56:09.389267,34293000,,,,646735,6206,619924,,22863585,16907646,0,0.0,0.0
2022-01-16,AS,2709,5,1223,0,5810,22723,0,19994.0,25.0,5798.0,,229176.0,546862.0,Dhubri,,,,,280,2190,0,,,,,9001.0,40358.0,1948632,,,,,,,,1078429,814293,0,2022-01-17 11:56:09.389267,34293000,,,,646735,6206,619924,,22863585,16907646,0,0.0,0.0
