Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-16,TG,2047,3,2013,0,32562,124756,0,15179.0,15.0,6638.0,,413179.0,815225.0,Adilabad,,,,,712,3502,0,,,,,6994.0,36094.0,708952,,,,,,,,559953,387911,0,2022-01-17 11:56:09.389267,37220000,,,,709209,4057,683104,,29452463,20874781,0,0.0,0.0
2022-01-16,TG,2047,3,2013,0,32562,124756,0,15179.0,15.0,6638.0,,413179.0,815225.0,Bhadradri Kothagudem,,,,,1681,9141,0,,,,,12932.0,46021.0,1304811,,,,,,,,859921,619104,0,2022-01-17 11:56:09.389267,37220000,,,,709209,4057,683104,,29452463,20874781,0,0.0,0.0
2022-01-16,TG,2047,3,2013,0,32562,124756,0,15179.0,15.0,6638.0,,413179.0,815225.0,Foreign Evacuees,,,,,0,0,0,,,,,0.0,0.0,0,,,,,,,,0,0,0,2022-01-17 11:56:09.389267,37220000,,,,709209,4057,683104,,29452463,20874781,0,0.0,0.0
2022-01-16,TG,2047,3,2013,0,32562,124756,0,15179.0,15.0,6638.0,,413179.0,815225.0,Hyderabad,,,,,1848,3310,0,,,,,41020.0,36306.0,3441992,,,,,,,,3674720,2634996,0,2022-01-17 11:56:09.389267,37220000,,,,709209,4057,683104,,29452463,20874781,0,0.0,0.0
2022-01-16,TG,2047,3,2013,0,32562,124756,0,15179.0,15.0,6638.0,,413179.0,815225.0,Jagtial,,,,,910,3589,0,,,,,9462.0,19391.0,983414,,,,,,,,786429,549843,0,2022-01-17 11:56:09.389267,37220000,,,,709209,4057,683104,,29452463,20874781,0,0.0,0.0
2022-01-16,TG,2047,3,2013,0,32562,124756,0,15179.0,15.0,6638.0,,413179.0,815225.0,Jangaon,,,,,580,3755,0,,,,,5241.0,10664.0,582457,,,,,,,,434351,336403,0,2022-01-17 11:56:09.389267,37220000,,,,709209,4057,683104,,29452463,20874781,0,0.0,0.0
2022-01-16,TG,2047,3,2013,0,32562,124756,0,15179.0,15.0,6638.0,,413179.0,815225.0,Jayashankar Bhupalapally,,,,,254,720,0,,,,,2408.0,5291.0,712257,,,,,,,,339558,261404,0,2022-01-17 11:56:09.389267,37220000,,,,709209,4057,683104,,29452463,20874781,0,0.0,0.0
2022-01-16,TG,2047,3,2013,0,32562,124756,0,15179.0,15.0,6638.0,,413179.0,815225.0,Jogulamba Gadwal,,,,,1317,2381,0,,,,,9536.0,21104.0,664971,,,,,,,,477293,300243,0,2022-01-17 11:56:09.389267,37220000,,,,709209,4057,683104,,29452463,20874781,0,0.0,0.0
2022-01-16,TG,2047,3,2013,0,32562,124756,0,15179.0,15.0,6638.0,,413179.0,815225.0,Kamareddy,,,,,3599,3145,0,,,,,16580.0,18721.0,972625,,,,,,,,670798,479237,0,2022-01-17 11:56:09.389267,37220000,,,,709209,4057,683104,,29452463,20874781,0,0.0,0.0
2022-01-16,TG,2047,3,2013,0,32562,124756,0,15179.0,15.0,6638.0,,413179.0,815225.0,Karimnagar,,,,,554,2716,0,,,,,10588.0,13178.0,1016063,,,,,,,,845900,759034,0,2022-01-17 11:56:09.389267,37220000,,,,709209,4057,683104,,29452463,20874781,0,0.0,0.0
2022-01-16,TG,2047,3,2013,0,32562,124756,0,15179.0,15.0,6638.0,,413179.0,815225.0,Khammam,,,,,1732,6418,0,,,,,14309.0,41939.0,1401639,,,,,,,,1121771,907973,0,2022-01-17 11:56:09.389267,37220000,,,,709209,4057,683104,,29452463,20874781,0,0.0,0.0
2022-01-16,TG,2047,3,2013,0,32562,124756,0,15179.0,15.0,6638.0,,413179.0,815225.0,Komaram Bheem,,,,,275,3456,0,,,,,3272.0,18445.0,515835,,,,,,,,346429,199842,0,2022-01-17 11:56:09.389267,37220000,,,,709209,4057,683104,,29452463,20874781,0,0.0,0.0
2022-01-16,TG,2047,3,2013,0,32562,124756,0,15179.0,15.0,6638.0,,413179.0,815225.0,Mahabubabad,,,,,439,2985,0,,,,,6756.0,14057.0,1318110,,,,,,,,601643,461514,0,2022-01-17 11:56:09.389267,37220000,,,,709209,4057,683104,,29452463,20874781,0,0.0,0.0
2022-01-16,TG,2047,3,2013,0,32562,124756,0,15179.0,15.0,6638.0,,413179.0,815225.0,Mahabubnagar,,,,,423,5395,0,,,,,12200.0,29141.0,0,,,,,,,,750019,527354,0,2022-01-17 11:56:09.389267,37220000,,,,709209,4057,683104,,29452463,20874781,0,0.0,0.0
2022-01-16,TG,2047,3,2013,0,32562,124756,0,15179.0,15.0,6638.0,,413179.0,815225.0,Mancherial,,,,,373,1201,0,,,,,6060.0,10259.0,807037,,,,,,,,584259,439610,0,2022-01-17 11:56:09.389267,37220000,,,,709209,4057,683104,,29452463,20874781,0,0.0,0.0
2022-01-16,TG,2047,3,2013,0,32562,124756,0,15179.0,15.0,6638.0,,413179.0,815225.0,Medak,,,,,569,1574,0,,,,,6973.0,11028.0,767428,,,,,,,,600978,455545,0,2022-01-17 11:56:09.389267,37220000,,,,709209,4057,683104,,29452463,20874781,0,0.0,0.0
2022-01-16,TG,2047,3,2013,0,32562,124756,0,15179.0,15.0,6638.0,,413179.0,815225.0,Medchal Malkajgiri,,,,,1207,1588,0,,,,,37253.0,29703.0,2542203,,,,,,,,2610774,1932234,0,2022-01-17 11:56:09.389267,37220000,,,,709209,4057,683104,,29452463,20874781,0,0.0,0.0
