Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-18,DL,18286,28,21846,65621,14727,7040,0,160240.0,203.0,130951.0,576311.0,603012.0,305483.0,Central Delhi,,,,,3250,361,0,,,,,47396.0,24449.0,0,,,,,,,,1493458,1001372,0,2022-01-17 11:56:09.389267,19814000,2022-01-17 11:56:09.389267,,,1709970,25363,1594788,34060063,16506030,11928909,0,0.0,0.0
2022-01-18,DL,18286,28,21846,65621,14727,7040,0,160240.0,203.0,130951.0,576311.0,603012.0,305483.0,East Delhi,,,,,2580,796,0,,,,,55438.0,24752.0,0,,,,,,,,1268308,987978,0,2022-01-17 11:56:09.389267,19814000,2022-01-17 11:56:09.389267,,,1709970,25363,1594788,34060063,16506030,11928909,0,0.0,0.0
2022-01-18,DL,18286,28,21846,65621,14727,7040,0,160240.0,203.0,130951.0,576311.0,603012.0,305483.0,New Delhi,,,,,19,45,0,,,,,34425.0,17648.0,0,,,,,,,,1073239,901733,0,2022-01-17 11:56:09.389267,19814000,2022-01-17 11:56:09.389267,,,1709970,25363,1594788,34060063,16506030,11928909,0,0.0,0.0
2022-01-18,DL,18286,28,21846,65621,14727,7040,0,160240.0,203.0,130951.0,576311.0,603012.0,305483.0,North Delhi,,,,,30,18,0,,,,,54190.0,39309.0,0,,,,,,,,1554565,1102737,0,2022-01-17 11:56:09.389267,19814000,2022-01-17 11:56:09.389267,,,1709970,25363,1594788,34060063,16506030,11928909,0,0.0,0.0
2022-01-18,DL,18286,28,21846,65621,14727,7040,0,160240.0,203.0,130951.0,576311.0,603012.0,305483.0,North East Delhi,,,,,2236,2670,0,,,,,43366.0,23374.0,0,,,,,,,,1339442,776831,0,2022-01-17 11:56:09.389267,19814000,2022-01-17 11:56:09.389267,,,1709970,25363,1594788,34060063,16506030,11928909,0,0.0,0.0
2022-01-18,DL,18286,28,21846,65621,14727,7040,0,160240.0,203.0,130951.0,576311.0,603012.0,305483.0,North West Delhi,,,,,1326,340,0,,,,,86630.0,35133.0,0,,,,,,,,1976853,1357587,0,2022-01-17 11:56:09.389267,19814000,2022-01-17 11:56:09.389267,,,1709970,25363,1594788,34060063,16506030,11928909,0,0.0,0.0
2022-01-18,DL,18286,28,21846,65621,14727,7040,0,160240.0,203.0,130951.0,576311.0,603012.0,305483.0,Shahdara,,,,,386,295,0,,,,,44005.0,17160.0,0,,,,,,,,1169848,812773,0,2022-01-17 11:56:09.389267,19814000,2022-01-17 11:56:09.389267,,,1709970,25363,1594788,34060063,16506030,11928909,0,0.0,0.0
2022-01-18,DL,18286,28,21846,65621,14727,7040,0,160240.0,203.0,130951.0,576311.0,603012.0,305483.0,South Delhi,,,,,99,94,0,,,,,39102.0,20855.0,0,,,,,,,,1437521,1038528,0,2022-01-17 11:56:09.389267,19814000,2022-01-17 11:56:09.389267,,,1709970,25363,1594788,34060063,16506030,11928909,0,0.0,0.0
2022-01-18,DL,18286,28,21846,65621,14727,7040,0,160240.0,203.0,130951.0,576311.0,603012.0,305483.0,South East Delhi,,,,,2167,1688,0,,,,,62189.0,29741.0,0,,,,,,,,1580818,1165374,0,2022-01-17 11:56:09.389267,19814000,2022-01-17 11:56:09.389267,,,1709970,25363,1594788,34060063,16506030,11928909,0,0.0,0.0
2022-01-18,DL,18286,28,21846,65621,14727,7040,0,160240.0,203.0,130951.0,576311.0,603012.0,305483.0,South West Delhi,,,,,2591,702,0,,,,,76400.0,40509.0,0,,,,,,,,1869780,1464721,0,2022-01-17 11:56:09.389267,19814000,2022-01-17 11:56:09.389267,,,1709970,25363,1594788,34060063,16506030,11928909,0,0.0,0.0
