Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
2022-01-07,TT,141986,285,40895,1651831,5807832,3700252,,506793.0,1977.0,137428.0,9481849.0,33704795.0,20920248.0,Andaman and Nicobar Islands,41,0,14,0,2496,268,0,161.0,0.0,43.0,0.0,14084.0,2133.0,397000,0,0,0,7889,129,7628,0,313708,295713,2022-01-08 12:19:36.382582,1332900000,2022-01-07 00:00:00,https://www.icmr.gov.in/,0,35368372,483463,34412740,688470959,880117711,626389518
2022-01-07,TT,141986,285,40895,1651831,5807832,3700252,,506793.0,1977.0,137428.0,9481849.0,33704795.0,20920248.0,Andhra Pradesh,840,1,133,0,278431,385362,0,2618.0,6.0,794.0,0.0,2181770.0,817029.0,52221000,0,0,0,2079763,14501,2062290,0,41880337,30725223,2022-01-08 12:19:36.382582,1332900000,2022-01-07 00:00:00,https://www.icmr.gov.in/,0,35368372,483463,34412740,688470959,880117711,626389518
2022-01-07,TT,141986,285,40895,1651831,5807832,3700252,,506793.0,1977.0,137428.0,9481849.0,33704795.0,20920248.0,Arunachal Pradesh,26,0,2,0,5071,977,0,119.0,0.0,13.0,0.0,18767.0,5054.0,1504000,0,0,0,55462,282,55053,0,824109,655590,2022-01-08 12:19:36.382582,1332900000,2022-01-07 00:00:00,https://www.icmr.gov.in/,0,35368372,483463,34412740,688470959,880117711,626389518
2022-01-07,TT,141986,285,40895,1651831,5807832,3700252,,506793.0,1977.0,137428.0,9481849.0,33704795.0,20920248.0,Assam,1167,2,253,0,152067,57295,0,3734.0,14.0,990.0,0.0,738203.0,356710.0,34293000,0,0,0,624499,6178,613373,0,22471805,16250450,2022-01-08 12:19:36.382582,1332900000,2022-01-07 00:00:00,https://www.icmr.gov.in/,0,35368372,483463,34412740,688470959,880117711,626389518
2022-01-07,TT,141986,285,40895,1651831,5807832,3700252,,506793.0,1977.0,137428.0,9481849.0,33704795.0,20920248.0,Bihar,3048,2,342,0,357781,154574,0,8956.0,4.0,951.0,0.0,2009525.0,1031511.0,119520000,0,0,0,735852,12100,715262,0,59825781,43314498,2022-01-08 12:19:36.382582,1332900000,2022-01-07 00:00:00,https://www.icmr.gov.in/,0,35368372,483463,34412740,688470959,880117711,626389518
2022-01-07,TT,141986,285,40895,1651831,5807832,3700252,,506793.0,1977.0,137428.0,9481849.0,33704795.0,20920248.0,Chandigarh,390,0,46,0,8749,6298,0,1319.0,1.0,165.0,0.0,53911.0,48331.0,1179000,0,0,0,67214,1080,64811,0,1040469,797205,2022-01-08 12:19:36.382582,1332900000,2022-01-07 00:00:00,https://www.icmr.gov.in/,0,35368372,483463,34412740,688470959,880117711,626389518
2022-01-07,TT,141986,285,40895,1651831,5807832,3700252,,506793.0,1977.0,137428.0,9481849.0,33704795.0,20920248.0,Chhattisgarh,2828,3,46,0,119216,58281,0,9169.0,9.0,245.0,0.0,1045724.0,338422.0,28724000,0,0,0,1017356,13609,994063,0,18670410,12578348,2022-01-08 12:19:36.382582,1332900000,2022-01-07 00:00:00,https://www.icmr.gov.in/,0,35368372,483463,34412740,688470959,880117711,626389518
2022-01-07,TT,141986,285,40895,1651831,5807832,3700252,,506793.0,1977.0,137428.0,9481849.0,33704795.0,20920248.0,Dadra and Nagar Haveli and Daman and Diu,22,0,0,0,2339,3086,0,60.0,0.0,1.0,0.0,33572.0,17251.0,959000,0,0,0,10752,4,10688,0,731139,538936,2022-01-08 12:19:36.382582,1332900000,2022-01-07 00:00:00,https://www.icmr.gov.in/,0,35368372,483463,34412740,688470959,880117711,626389518
2022-01-07,TT,141986,285,40895,1651831,5807832,3700252,,506793.0,1977.0,137428.0,9481849.0,33704795.0,20920248.0,Delhi,17335,9,8951,0,120341,59496,0,58587.0,29.0,23095.0,0.0,584251.0,429089.0,19814000,0,0,0,1506798,25136,1441789,0,15808301,11573778,2022-01-08 12:19:36.382582,1332900000,2022-01-07 00:00:00,https://www.icmr.gov.in/,0,35368372,483463,34412740,688470959,880117711,626389518
2022-01-07,TT,141986,285,40895,1651831,5807832,3700252,,506793.0,1977.0,137428.0,9481849.0,33704795.0,20920248.0,Goa,1432,2,112,0,7413,2660,0,5326.0,8.0,433.0,0.0,51686.0,16875.0,1540000,0,0,0,186198,3530,176737,0,1352813,1120515,2022-01-08 12:19:36.382582,1332900000,2022-01-07 00:00:00,https://www.icmr.gov.in/,0,35368372,483463,34412740,688470959,880117711,626389518
