Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
2022-01-06,HP,498,0,60,0,45347,1968,0,1515.0,5.0,276.0,,269885.0,12266.0,Bilaspur,20,0,3,,4403,14,0,61.0,0.0,38.0,,17162.0,231.0,382056,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,14741,90,14576,,344988,322029,2022-01-06 22:47:10,7300000,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,230285,3863,224738,,6129828,5508907
2022-01-06,HP,498,0,60,0,45347,1968,0,1515.0,5.0,276.0,,269885.0,12266.0,Chamba,12,0,0,,2760,28,0,37.0,0.0,1.0,,16537.0,272.0,518844,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,13777,161,13577,,391508,357780,2022-01-06 22:47:10,7300000,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,230285,3863,224738,,6129828,5508907
2022-01-06,HP,498,0,60,0,45347,1968,0,1515.0,5.0,276.0,,269885.0,12266.0,Hamirpur,63,0,10,,3198,35,0,147.0,1.0,29.0,,17511.0,353.0,454293,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,18233,308,17772,,401423,365148,2022-01-06 22:47:10,7300000,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,230285,3863,224738,,6129828,5508907
2022-01-06,HP,498,0,60,0,45347,1968,0,1515.0,5.0,276.0,,269885.0,12266.0,Kangra,170,0,24,,9624,278,0,551.0,2.0,78.0,,62116.0,1431.0,1507223,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,52877,1180,51084,,1268460,1155633,2022-01-06 22:47:10,7300000,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,230285,3863,224738,,6129828,5508907
2022-01-06,HP,498,0,60,0,45347,1968,0,1515.0,5.0,276.0,,269885.0,12266.0,Kinnaur,1,0,0,,249,17,0,6.0,0.0,0.0,,1900.0,60.0,84298,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,3539,39,3492,,82083,69498,2022-01-06 22:47:10,7300000,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,230285,3863,224738,,6129828,5508907
2022-01-06,HP,498,0,60,0,45347,1968,0,1515.0,5.0,276.0,,269885.0,12266.0,Kullu,35,0,3,,2103,0,0,94.0,0.0,7.0,,18833.0,420.0,437474,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,9855,158,9594,,382396,331723,2022-01-06 22:47:10,7300000,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,230285,3863,224738,,6129828,5508907
2022-01-06,HP,498,0,60,0,45347,1968,0,1515.0,5.0,276.0,,269885.0,12266.0,Lahaul and Spiti,0,0,0,,71,0,0,10.0,0.0,0.0,,645.0,30.0,31528,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,2972,18,2944,,32810,25640,2022-01-06 22:47:10,7300000,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,230285,3863,224738,,6129828,5508907
2022-01-06,HP,498,0,60,0,45347,1968,0,1515.0,5.0,276.0,,269885.0,12266.0,Mandi,27,0,4,,5811,51,0,76.0,0.0,28.0,,39074.0,363.0,999518,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,32192,463,31650,,832515,747451,2022-01-06 22:47:10,7300000,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,230285,3863,224738,,6129828,5508907
2022-01-06,HP,498,0,60,0,45347,1968,0,1515.0,5.0,276.0,,269885.0,12266.0,Shimla,46,0,11,,4478,255,0,173.0,1.0,31.0,,23996.0,2096.0,813384,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,28326,657,27461,,725189,654976,2022-01-06 22:47:10,7300000,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,230285,3863,224738,,6129828,5508907
2022-01-06,HP,498,0,60,0,45347,1968,0,1515.0,5.0,276.0,,269885.0,12266.0,Sirmaur,20,0,2,,3847,143,0,69.0,0.0,5.0,,24593.0,818.0,530164,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,15553,211,15265,,464779,417851,2022-01-06 22:47:10,7300000,2022-01-06 19:00:00+05:30,https://twitter.com/nhm_hp,,230285,3863,224738,,6129828,5508907
