Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
2021-11-28,TN,736,9,772,101446,459998,916086,0,5196.0,88.0,5493.0,711565.0,1585923.0,2517337.0,Ariyalur,3,0,1,,7463,11331,0,8.0,2.0,16.0,,34471.0,42747.0,752481,,,,16921,264,16636,,558773,261880,2021-11-28T23:56:14.301742+05:30,75695000,,,,2725467,36463,2680667,54069791,45207361,24640744
2021-11-28,TN,736,9,772,101446,459998,916086,0,5196.0,88.0,5493.0,711565.0,1585923.0,2517337.0,Chengalpattu,53,0,61,,7206,17552,0,416.0,4.0,464.0,,24900.0,57609.0,2556244,,,,173663,2533,170489,,1403707,759186,2021-11-28T23:56:14.301742+05:30,75695000,,,,2725467,36463,2680667,54069791,45207361,24640744
2021-11-28,TN,736,9,772,101446,459998,916086,0,5196.0,88.0,5493.0,711565.0,1585923.0,2517337.0,Chennai,98,1,110,,425528,296929,0,722.0,12.0,815.0,,69163.0,171746.0,7100000,,,,557822,8605,548023,,5066384,3279187,2021-11-28T23:56:14.301742+05:30,75695000,,,,2725467,36463,2680667,54069791,45207361,24640744
2021-11-28,TN,736,9,772,101446,459998,916086,0,5196.0,88.0,5493.0,711565.0,1585923.0,2517337.0,Coimbatore,109,1,117,,11031,66877,0,812.0,16.0,784.0,,23141.0,133573.0,3472578,,,,249963,2462,246259,,2780754,1561236,2021-11-28T23:56:14.301742+05:30,75695000,,,,2725467,36463,2680667,54069791,45207361,24640744
2021-11-28,TN,736,9,772,101446,459998,916086,0,5196.0,88.0,5493.0,711565.0,1585923.0,2517337.0,Cuddalore,8,0,13,,25216,31221,0,42.0,0.0,79.0,,98350.0,133622.0,2600880,,,,64387,872,63434,,1850833,1065457,2021-11-28T23:56:14.301742+05:30,75695000,,,,2725467,36463,2680667,54069791,45207361,24640744
2021-11-28,TN,736,9,772,101446,459998,916086,0,5196.0,88.0,5493.0,711565.0,1585923.0,2517337.0,Dharmapuri,14,0,10,,2809,10161,0,67.0,0.0,89.0,,11830.0,36818.0,1502900,,,,28788,278,28386,,805120,387749,2021-11-28T23:56:14.301742+05:30,75695000,,,,2725467,36463,2680667,54069791,45207361,24640744
2021-11-28,TN,736,9,772,101446,459998,916086,0,5196.0,88.0,5493.0,711565.0,1585923.0,2517337.0,Dindigul,4,0,7,,634763,369373,0,28.0,0.0,31.0,,88305.0,102730.0,2161367,,,,33222,650,32520,,1424606,781013,2021-11-28T23:56:14.301742+05:30,75695000,,,,2725467,36463,2680667,54069791,45207361,24640744
2021-11-28,TN,736,9,772,101446,459998,916086,0,5196.0,88.0,5493.0,711565.0,1585923.0,2517337.0,Erode,68,0,73,,6999,31187,0,492.0,2.0,476.0,,22518.0,81301.0,2259608,,,,106188,696,104668,,1429370,787107,2021-11-28T23:56:14.301742+05:30,75695000,,,,2725467,36463,2680667,54069791,45207361,24640744
2021-11-28,TN,736,9,772,101446,459998,916086,0,5196.0,88.0,5493.0,711565.0,1585923.0,2517337.0,Kallakurichi,1,0,8,,10943,16931,0,16.0,0.0,59.0,,44404.0,65877.0,1370281,,,,31551,210,31295,,809688,490847,2021-11-28T23:56:14.301742+05:30,75695000,,,,2725467,36463,2680667,54069791,45207361,24640744
2021-11-28,TN,736,9,772,101446,459998,916086,0,5196.0,88.0,5493.0,711565.0,1585923.0,2517337.0,Kancheepuram,25,0,23,,2612,5868,0,139.0,1.0,157.0,,11741.0,26840.0,1166401,,,,75564,1263,74102,,701824,326347,2021-11-28T23:56:14.301742+05:30,75695000,,,,2725467,36463,2680667,54069791,45207361,24640744
2021-11-28,TN,736,9,772,101446,459998,916086,0,5196.0,88.0,5493.0,711565.0,1585923.0,2517337.0,Kanyakumari,11,1,14,,8455,42327,0,65.0,3.0,99.0,,15798.0,69749.0,1863178,,,,62761,1057,61586,,1148412,651107,2021-11-28T23:56:14.301742+05:30,75695000,,,,2725467,36463,2680667,54069791,45207361,24640744
2021-11-28,TN,736,9,772,101446,459998,916086,0,5196.0,88.0,5493.0,711565.0,1585923.0,2517337.0,Karur,15,0,11,,9261,15431,0,124.0,1.0,109.0,,53431.0,30099.0,1076588,,,,24589,362,24037,,712803,402478,2021-11-28T23:56:14.301742+05:30,75695000,,,,2725467,36463,2680667,54069791,45207361,24640744
2021-11-28,TN,736,9,772,101446,459998,916086,0,5196.0,88.0,5493.0,711565.0,1585923.0,2517337.0,Krishnagiri,11,0,7,,4997,15390,0,50.0,1.0,43.0,,15075.0,45104.0,1883731,,,,43824,353,43382,,1086579,547087,2021-11-28T23:56:14.301742+05:30,75695000,,,,2725467,36463,2680667,54069791,45207361,24640744
