,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2023-06-13,TT,Andaman and Nicobar Islands,,,,10766,129,10637,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
1,2023-06-13,TT,Andhra Pradesh,,,,2340656,14733,2325896,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
2,2023-06-13,TT,Arunachal Pradesh,,,,66997,296,66662,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
3,2023-06-13,TT,Assam,,,,746138,8035,738084,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
4,2023-06-13,TT,Bihar,,,,854907,12313,842405,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
5,2023-06-13,TT,Chandigarh,,,,100657,1185,99434,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
6,2023-06-13,TT,Chhattisgarh,,,,1187277,14185,1172653,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
7,2023-06-13,TT,Dadra and Nagar Haveli and Daman and Diu,,,,11592,4,11588,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
8,2023-06-13,TT,Delhi,,,,2040447,26651,2013439,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
9,2023-06-13,TT,Goa,,,,262871,4014,258642,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
10,2023-06-13,TT,Gujarat,,,,1291159,11077,1279923,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
11,2023-06-13,TT,Haryana,,,,1078676,10750,1067564,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
12,2023-06-13,TT,Himachal Pradesh,,,,322370,4238,317868,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
13,2023-06-13,TT,Jammu and Kashmir,,,,481892,4792,476984,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
14,2023-06-13,TT,Jharkhand,,,,443802,5334,438423,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
15,2023-06-13,TT,Karnataka,,,,4087779,40353,4047042,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
16,2023-06-13,TT,Kerala,,,,6903465,71897,6827609,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
17,2023-06-13,TT,Ladakh,,,,29575,231,29342,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
18,2023-06-13,TT,Lakshadweep,,,,11415,52,11363,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
19,2023-06-13,TT,Maharashtra,,,,8168403,148542,8018997,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
20,2023-06-13,TT,Manipur,,,,139973,2149,137806,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
21,2023-06-13,TT,Meghalaya,,,,96905,1626,95267,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
22,2023-06-13,TT,Mizoram,,,,239279,731,238438,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
23,2023-06-13,TT,Madhya Pradesh,,,,1056325,10786,1045524,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
24,2023-06-13,TT,Nagaland,,,,36015,782,35228,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
25,2023-06-13,TT,Odisha,,,,1347589,9215,1335632,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
26,2023-06-13,TT,Puducherry,,,,177446,1981,175418,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
27,2023-06-13,TT,Punjab,,,,792123,19335,772504,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
28,2023-06-13,TT,Rajasthan,,,,1326209,9728,1315993,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
29,2023-06-13,TT,Sikkim,,,,44748,500,44212,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
30,2023-06-13,TT,Tamil Nadu,,,,3610303,38075,3571766,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
31,2023-06-13,TT,Telangana,,,,844039,4111,839776,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
32,2023-06-13,TT,Tripura,,,,108174,940,107190,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
33,2023-06-13,TT,Uttar Pradesh,,,,2144802,23696,2120557,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
34,2023-06-13,TT,Uttarakhand,,,,452426,7765,444580,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
35,2023-06-13,TT,West Bengal,,,,2124275,21547,2100758,,,2023-06-13 15:57:43.052241,,,,44992960,531892,44458820,931454044,2206731246
