Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-14,MZ,842,3,373,0,4013,1476,0,6756.0,11.0,1837.0,,28168.0,7075.0,Aizawl,,,,,1033,714,0,,,,,8183.0,3190.0,404054,,,,,,,,336297,270322,0,2022-01-15 12:11:31.337075,1192000,,,,151380,568,142287,,788759,598486,0,0.0,0.0
2022-01-14,MZ,842,3,373,0,4013,1476,0,6756.0,11.0,1837.0,,28168.0,7075.0,Champhai,,,,,634,20,0,,,,,4777.0,183.0,125370,,,,,,,,80667,62085,0,2022-01-15 12:11:31.337075,1192000,,,,151380,568,142287,,788759,598486,0,0.0,0.0
2022-01-14,MZ,842,3,373,0,4013,1476,0,6756.0,11.0,1837.0,,28168.0,7075.0,Hnahthial,,,,,0,0,0,,,,,0.0,0.0,0,,,,,,,,0,0,0,2022-01-15 12:11:31.337075,1192000,,,,151380,568,142287,,788759,598486,0,0.0,0.0
2022-01-14,MZ,842,3,373,0,4013,1476,0,6756.0,11.0,1837.0,,28168.0,7075.0,Khawzawl,,,,,0,0,0,,,,,0.0,0.0,0,,,,,,,,0,0,0,2022-01-15 12:11:31.337075,1192000,,,,151380,568,142287,,788759,598486,0,0.0,0.0
2022-01-14,MZ,842,3,373,0,4013,1476,0,6756.0,11.0,1837.0,,28168.0,7075.0,Kolasib,,,,,379,223,0,,,,,3225.0,1254.0,83054,,,,,,,,55686,41149,0,2022-01-15 12:11:31.337075,1192000,,,,151380,568,142287,,788759,598486,0,0.0,0.0
2022-01-14,MZ,842,3,373,0,4013,1476,0,6756.0,11.0,1837.0,,28168.0,7075.0,Lawngtlai,,,,,162,143,0,,,,,2327.0,612.0,117444,,,,,,,,75712,38905,0,2022-01-15 12:11:31.337075,1192000,,,,151380,568,142287,,788759,598486,0,0.0,0.0
2022-01-14,MZ,842,3,373,0,4013,1476,0,6756.0,11.0,1837.0,,28168.0,7075.0,Lunglei,,,,,878,93,0,,,,,4506.0,361.0,154094,,,,,,,,106114,85927,0,2022-01-15 12:11:31.337075,1192000,,,,151380,568,142287,,788759,598486,0,0.0,0.0
2022-01-14,MZ,842,3,373,0,4013,1476,0,6756.0,11.0,1837.0,,28168.0,7075.0,Mamit,,,,,254,108,0,,,,,1412.0,476.0,85757,,,,,,,,50331,35967,0,2022-01-15 12:11:31.337075,1192000,,,,151380,568,142287,,788759,598486,0,0.0,0.0
2022-01-14,MZ,842,3,373,0,4013,1476,0,6756.0,11.0,1837.0,,28168.0,7075.0,Saiha,,,,,486,93,0,,,,,1875.0,532.0,56366,,,,,,,,38058,25388,0,2022-01-15 12:11:31.337075,1192000,,,,151380,568,142287,,788759,598486,0,0.0,0.0
2022-01-14,MZ,842,3,373,0,4013,1476,0,6756.0,11.0,1837.0,,28168.0,7075.0,Saitual,,,,,0,0,0,,,,,0.0,0.0,0,,,,,,,,0,0,0,2022-01-15 12:11:31.337075,1192000,,,,151380,568,142287,,788759,598486,0,0.0,0.0
2022-01-14,MZ,842,3,373,0,4013,1476,0,6756.0,11.0,1837.0,,28168.0,7075.0,Serchhip,,,,,187,82,0,,,,,1863.0,467.0,64875,,,,,,,,45894,38743,0,2022-01-15 12:11:31.337075,1192000,,,,151380,568,142287,,788759,598486,0,0.0,0.0
2022-01-14,MZ,842,3,373,0,4013,1476,0,6756.0,11.0,1837.0,,28168.0,7075.0,Unknown,842.0,3.0,373.0,,0,0,0,6756.0,11.0,1837.0,,0.0,0.0,0,,,,151380.0,568.0,142287.0,,0,0,0,2022-01-15 12:11:31.337075,1192000,,,,151380,568,142287,,788759,598486,0,0.0,0.0
