Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
2021-11-08,ML,23,1,36,0,2823,8754,0,201.0,7.0,271.0,,10908.0,39238.0,East Garo Hills,0,0,0,,217,425,0,3.0,0.0,8.0,,664.0,1864.0,317618,,,,1870,13,1852,,48425,22863,2021-11-08T22:27:50.558013+05:30,3224000,,,,83886,1459,82078,,1115749,688197
2021-11-08,ML,23,1,36,0,2823,8754,0,201.0,7.0,271.0,,10908.0,39238.0,East Jaintia Hills,1,0,2,,94,415,0,4.0,1.0,3.0,,422.0,2600.0,122436,,,,2435,32,2399,,64886,36200,2021-11-08T22:27:50.558013+05:30,3224000,,,,83886,1459,82078,,1115749,688197
2021-11-08,ML,23,1,36,0,2823,8754,0,201.0,7.0,271.0,,10908.0,39238.0,East Khasi Hills,16,0,14,,381,1627,0,145.0,2.0,167.0,,1801.0,7913.0,824059,,,,41220,990,39971,,320536,235137,2021-11-08T22:27:50.558013+05:30,3224000,,,,83886,1459,82078,,1115749,688197
2021-11-08,ML,23,1,36,0,2823,8754,0,201.0,7.0,271.0,,10908.0,39238.0,North Garo Hills,0,0,0,,96,383,0,0.0,0.0,1.0,,855.0,3166.0,118325,,,,1686,8,1675,,63634,31871,2021-11-08T22:27:50.558013+05:30,3224000,,,,83886,1459,82078,,1115749,688197
2021-11-08,ML,23,1,36,0,2823,8754,0,201.0,7.0,271.0,,10908.0,39238.0,Ri-Bhoi,2,0,8,,0,0,0,10.0,1.0,17.0,,0.0,0.0,0,,,,9707,90,9604,,0,0,2021-11-08T22:27:50.558013+05:30,3224000,,,,83886,1459,82078,,1115749,688197
2021-11-08,ML,23,1,36,0,2823,8754,0,201.0,7.0,271.0,,10908.0,39238.0,South Garo Hills,0,0,0,,75,246,0,0.0,0.0,1.0,,390.0,1109.0,142574,,,,1216,12,1204,,40533,20183,2021-11-08T22:27:50.558013+05:30,3224000,,,,83886,1459,82078,,1115749,688197
2021-11-08,ML,23,1,36,0,2823,8754,0,201.0,7.0,271.0,,10908.0,39238.0,South West Garo Hills,0,0,2,,704,1346,0,1.0,1.0,2.0,,2287.0,4550.0,172495,,,,1872,18,1854,,75940,44748,2021-11-08T22:27:50.558013+05:30,3224000,,,,83886,1459,82078,,1115749,688197
2021-11-08,ML,23,1,36,0,2823,8754,0,201.0,7.0,271.0,,10908.0,39238.0,South West Khasi Hills,0,0,2,,75,382,0,1.0,0.0,4.0,,242.0,1205.0,110152,,,,2549,17,2529,,33628,18459,2021-11-08T22:27:50.558013+05:30,3224000,,,,83886,1459,82078,,1115749,688197
2021-11-08,ML,23,1,36,0,2823,8754,0,201.0,7.0,271.0,,10908.0,39238.0,West Garo Hills,1,0,1,,577,1946,0,18.0,0.0,6.0,,1743.0,7703.0,642923,,,,9047,72,8950,,211697,128887,2021-11-08T22:27:50.558013+05:30,3224000,,,,83886,1459,82078,,1115749,688197
2021-11-08,ML,23,1,36,0,2823,8754,0,201.0,7.0,271.0,,10908.0,39238.0,West Jaintia Hills,2,0,3,,205,1025,0,4.0,1.0,19.0,,773.0,3962.0,270352,,,,6807,135,6661,,85443,52457,2021-11-08T22:27:50.558013+05:30,3224000,,,,83886,1459,82078,,1115749,688197
2021-11-08,ML,23,1,36,0,2823,8754,0,201.0,7.0,271.0,,10908.0,39238.0,West Khasi Hills,1,1,4,,107,265,0,15.0,1.0,43.0,,462.0,1565.0,385601,,,,5477,72,5379,,77550,44796,2021-11-08T22:27:50.558013+05:30,3224000,,,,83886,1459,82078,,1115749,688197
