,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,2021-12-28,DL,Central Delhi,,,,,,,,2021-12-29 11:38:40.649567,,,,1444179,25107,1417460,
1,2021-12-28,DL,East Delhi,,,,,,,,2021-12-29 11:38:40.649567,,,,1444179,25107,1417460,
2,2021-12-28,DL,New Delhi,,,,,,,,2021-12-29 11:38:40.649567,,,,1444179,25107,1417460,
3,2021-12-28,DL,North Delhi,,,,,,,,2021-12-29 11:38:40.649567,,,,1444179,25107,1417460,
4,2021-12-28,DL,North East Delhi,,,,,,,,2021-12-29 11:38:40.649567,,,,1444179,25107,1417460,
5,2021-12-28,DL,North West Delhi,,,,,,,,2021-12-29 11:38:40.649567,,,,1444179,25107,1417460,
6,2021-12-28,DL,Shahdara,,,,,,,,2021-12-29 11:38:40.649567,,,,1444179,25107,1417460,
7,2021-12-28,DL,South Delhi,,,,,,,,2021-12-29 11:38:40.649567,,,,1444179,25107,1417460,
8,2021-12-28,DL,South East Delhi,,,,,,,,2021-12-29 11:38:40.649567,,,,1444179,25107,1417460,
9,2021-12-28,DL,South West Delhi,,,,,,,,2021-12-29 11:38:40.649567,,,,1444179,25107,1417460,
10,2021-12-28,DL,West Delhi,,,,,,,,2021-12-29 11:38:40.649567,,,,1444179,25107,1417460,
11,2021-12-28,DL,Unknown,,,,1444179,25107,1417460,,2021-12-29 11:38:40.649567,,,,1444179,25107,1417460,
