Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
2022-01-17,TN,23443,20,13551,140268,53103,85399,0,149090.0,143.0,59366.0,1025925.0,562339.0,581455.0,Ariyalur,85,0,18,,681,1767,0,394.0,0.0,73.0,,5921.0,9446.0,752481,,,,17412,265,16766,,631908,434258,2022-01-17T23:55:48.372010+05:30,75695000,,,,2963366,37009,2774009,59688723,53423083,36503245
2022-01-17,TN,23443,20,13551,140268,53103,85399,0,149090.0,143.0,59366.0,1025925.0,562339.0,581455.0,Chengalpattu,2242,0,1597,,2665,3797,0,15934.0,5.0,6863.0,,31226.0,22655.0,2556244,,,,199283,2560,180177,,1658861,1125205,2022-01-17T23:55:48.372010+05:30,75695000,,,,2963366,37009,2774009,59688723,53423083,36503245
2022-01-17,TN,23443,20,13551,140268,53103,85399,0,149090.0,143.0,59366.0,1025925.0,562339.0,581455.0,Chennai,8668,9,6124,,6543,7947,0,57551.0,60.0,28208.0,,93118.0,73424.0,7100000,,,,652395,8740,583529,,5729937,4241506,2022-01-17T23:55:48.372010+05:30,75695000,,,,2963366,37009,2774009,59688723,53423083,36503245
2022-01-17,TN,23443,20,13551,140268,53103,85399,0,149090.0,143.0,59366.0,1025925.0,562339.0,581455.0,Coimbatore,2053,1,657,,1675,3459,0,10259.0,5.0,3002.0,,22575.0,28960.0,3472578,,,,266812,2531,254134,,3033559,2131448,2022-01-17T23:55:48.372010+05:30,75695000,,,,2963366,37009,2774009,59688723,53423083,36503245
2022-01-17,TN,23443,20,13551,140268,53103,85399,0,149090.0,143.0,59366.0,1025925.0,562339.0,581455.0,Cuddalore,253,0,83,,2047,3747,0,1807.0,1.0,297.0,,23736.0,22052.0,2600880,,,,66782,877,64058,,2238703,1594085,2022-01-17T23:55:48.372010+05:30,75695000,,,,2963366,37009,2774009,59688723,53423083,36503245
2022-01-17,TN,23443,20,13551,140268,53103,85399,0,149090.0,143.0,59366.0,1025925.0,562339.0,581455.0,Dharmapuri,158,0,48,,624,1179,0,940.0,0.0,231.0,,11213.0,8009.0,1502900,,,,30146,281,28983,,933102,579872,2022-01-17T23:55:48.372010+05:30,75695000,,,,2963366,37009,2774009,59688723,53423083,36503245
2022-01-17,TN,23443,20,13551,140268,53103,85399,0,149090.0,143.0,59366.0,1025925.0,562339.0,581455.0,Dindigul,52,0,42,,1117,3812,0,555.0,0.0,181.0,,7417.0,19115.0,2161367,,,,34036,652,32903,,1730916,1231108,2022-01-17T23:55:48.372010+05:30,75695000,,,,2963366,37009,2774009,59688723,53423083,36503245
2022-01-17,TN,23443,20,13551,140268,53103,85399,0,149090.0,143.0,59366.0,1025925.0,562339.0,581455.0,Erode,607,1,168,,1103,2790,0,3016.0,3.0,813.0,,9043.0,12821.0,2259608,,,,111506,715,107964,,1687323,1186122,2022-01-17T23:55:48.372010+05:30,75695000,,,,2963366,37009,2774009,59688723,53423083,36503245
2022-01-17,TN,23443,20,13551,140268,53103,85399,0,149090.0,143.0,59366.0,1025925.0,562339.0,581455.0,Kallakurichi,108,0,54,,1393,2458,0,843.0,0.0,253.0,,10312.0,17603.0,1370281,,,,32725,210,31676,,1013256,809057,2022-01-17T23:55:48.372010+05:30,75695000,,,,2963366,37009,2774009,59688723,53423083,36503245
2022-01-17,TN,23443,20,13551,140268,53103,85399,0,149090.0,143.0,59366.0,1025925.0,562339.0,581455.0,Kancheepuram,776,0,446,,896,1231,0,4875.0,5.0,1740.0,,13728.0,13390.0,1166401,,,,83018,1276,76839,,813296,526736,2022-01-17T23:55:48.372010+05:30,75695000,,,,2963366,37009,2774009,59688723,53423083,36503245
