Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
2022-01-17,MH,41327,29,40386,210109,24278,43131,0,291766.0,169.0,228468.0,1429230.0,1562778.0,2073328.0,Ahmednagar,806,2,182,,1230,1851,0,3648.0,4.0,654.0,,79346.0,122543.0,4543083,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,348462,7170,337198,,3108897,1945615,11,2022-01-17 12:12:28.539008,122153000,2022-01-17 12:12:28.539861,,3756 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7211810,141808,6800900,71974335,84751268,58075204,3756,3756.0,11.0
2022-01-17,MH,41327,29,40386,210109,24278,43131,0,291766.0,169.0,228468.0,1429230.0,1562778.0,2073328.0,Akola,284,0,85,,345,313,0,1538.0,1.0,366.0,,28627.0,13998.0,1818617,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,60755,1429,57790,,1163568,638759,4,2022-01-17 12:12:28.539008,122153000,2022-01-17 12:12:28.539861,,3756 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7211810,141808,6800900,71974335,84751268,58075204,3756,3756.0,4.0
2022-01-17,MH,41327,29,40386,210109,24278,43131,0,291766.0,169.0,228468.0,1429230.0,1562778.0,2073328.0,Amravati,224,0,0,,344,449,0,848.0,0.0,2.0,,35753.0,50977.0,2887826,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,97439,1598,94705,,1949424,1107096,2,2022-01-17 12:12:28.539008,122153000,2022-01-17 12:12:28.539861,,3756 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7211810,141808,6800900,71974335,84751268,58075204,3756,3756.0,2.0
2022-01-17,MH,41327,29,40386,210109,24278,43131,0,291766.0,169.0,228468.0,1429230.0,1562778.0,2073328.0,Aurangabad,673,0,280,,223,909,0,3460.0,1.0,1009.0,,45698.0,50744.0,3695928,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,160508,4265,153123,,2757770,1463734,14,2022-01-17 12:12:28.539008,122153000,2022-01-17 12:12:28.539861,,3756 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7211810,141808,6800900,71974335,84751268,58075204,3756,3756.0,14.0
2022-01-17,MH,41327,29,40386,210109,24278,43131,0,291766.0,169.0,228468.0,1429230.0,1562778.0,2073328.0,Beed,130,1,24,,277,866,0,434.0,1.0,145.0,,27539.0,31787.0,2585962,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,104757,2844,101503,,1696556,970553,7,2022-01-17 12:12:28.539008,122153000,2022-01-17 12:12:28.539861,,3756 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7211810,141808,6800900,71974335,84751268,58075204,3756,3756.0,7.0
2022-01-17,MH,41327,29,40386,210109,24278,43131,0,291766.0,169.0,228468.0,1429230.0,1562778.0,2073328.0,Bhandara,174,0,12,,25,62,0,701.0,0.0,318.0,,39385.0,14415.0,1198810,,,10 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,60894,1124,59190,,943508,756920,10,2022-01-17 12:12:28.539008,122153000,2022-01-17 12:12:28.539861,,3756 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7211810,141808,6800900,71974335,84751268,58075204,3756,3756.0,10.0
2022-01-17,MH,41327,29,40386,210109,24278,43131,0,291766.0,169.0,228468.0,1429230.0,1562778.0,2073328.0,Buldhana,84,0,0,,44,153,0,483.0,0.0,-1.0,,27849.0,25066.0,2588039,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,86234,812,84824,,1721678,1008871,6,2022-01-17 12:12:28.539008,122153000,2022-01-17 12:12:28.539861,,3756 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7211810,141808,6800900,71974335,84751268,58075204,3756,3756.0,6.0
2022-01-17,MH,41327,29,40386,210109,24278,43131,0,291766.0,169.0,228468.0,1429230.0,1562778.0,2073328.0,Chandrapur,263,1,100,,298,438,0,1457.0,1.0,293.0,,42134.0,60228.0,2194262,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,90843,1567,87776,,1569804,1110425,4,2022-01-17 12:12:28.539008,122153000,2022-01-17 12:12:28.539861,,3756 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7211810,141808,6800900,71974335,84751268,58075204,3756,3756.0,4.0
2022-01-17,MH,41327,29,40386,210109,24278,43131,0,291766.0,169.0,228468.0,1429230.0,1562778.0,2073328.0,Dhule,212,0,7,,106,188,0,751.0,1.0,57.0,,12279.0,32721.0,2048781,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,47101,657,45623,,1390981,938886,11,2022-01-17 12:12:28.539008,122153000,2022-01-17 12:12:28.539861,,3756 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7211810,141808,6800900,71974335,84751268,58075204,3756,3756.0,11.0
2022-01-17,MH,41327,29,40386,210109,24278,43131,0,291766.0,169.0,228468.0,1429230.0,1562778.0,2073328.0,Gadchiroli,71,1,0,,453,653,0,580.0,1.0,152.0,,31017.0,23903.0,1071795,,,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,31214,670,29939,,737989,500947,33,2022-01-17 12:12:28.539008,122153000,2022-01-17 12:12:28.539861,,3756 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,7211810,141808,6800900,71974335,84751268,58075204,3756,3756.0,33.0
