Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeOtherNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeOtherNumberForState,cumulativeTestedNumberForState
2022-03-24,OR,Angul,,,,48026,418,0,47595,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Balasore,,,,48943,360,0,48552,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Bargarh,,,,34545,353,0,34181,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Bhadrak,,,,29475,173,0,29294,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Balangir,,,,28921,131,0,28765,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Boudh,,,,14603,113,0,14461,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Cuttack,,,,113705,907,0,112777,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Deogarh,,,,8551,53,0,8494,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Dhenkanal,,,,22364,264,0,22097,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Gajapati,,,,13063,83,0,12941,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Ganjam,,,,36748,510,0,36163,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Jagatsinghpur,,,,32091,343,0,31746,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Jajpur,,,,50270,200,0,50021,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Jharsuguda,,,,28464,182,0,28280,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Kalahandi,,,,28666,219,0,28447,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Kandhamal,,,,13528,95,0,13424,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Kendrapara,,,,27920,274,0,27618,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Kendujhar,,,,24264,191,0,24070,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Khordha,,,,244709,1748,0,242935,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Koraput,,,,23593,84,0,23495,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Malkangiri,,,,12868,48,0,12814,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Mayurbhanj,,,,48413,308,0,48088,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Nabarangapur,,,,27431,91,0,27329,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Nayagarh,,,,28392,227,0,28157,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Nuapada,,,,26715,91,0,26623,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Puri,,,,49984,487,0,49494,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Rayagada,,,,24747,174,0,24570,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Sambalpur,,,,42107,247,0,41837,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Subarnapur,,,,16423,62,0,16356,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
2022-03-24,OR,Sundargarh,,,,90753,681,0,90032,,2022-03-24 11:55:25.379539,2022-03-24 11:55:25.380404,,,1287323,9117,1277677,0,30312394
